ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D0056,◆１,尸位素餐,しいそさん,,素餐,そさん,尸位,,しい,＊『論衡-量知』,"➡尸位素餐（しいそさん）
ある地位にいて職責を果たさず無駄に禄を貰っていること。〈漢検四字熟語辞典〉
★「尸位」は、形代（尸）がその位置から動かないように高い地位にいながら責務を果たさないこと。
★「素餐」は、何もせずにただ食うこと。
類：尸禄素餐（しろくそさん）／類：窃位素餐（せついそさん）
●H11-2㈣書／●H18-3㈣書／●H21-1㈣書／●H25-3㈣書"
D0057,◆１,和気藹藹,わきあいあい,,和気,わき,藹藹,靄靄,あいあい,＊『風俗画報-二四号･論説』,"➡和気藹藹／和気靄靄（わきあいあい）
なごやかな気分が満ち溢れているさま。〈漢検四字熟語辞典〉
★「和気」は、和やかで、のどかな気分のこと。
★「藹藹」は、穏やかなさま、和やかな意。
類：和気靄然（わきあいぜん）／類：和気洋洋（わきようよう）
●H14-2㈣書"
D0058,◆１,風光明媚,ふうこうめいび,,風光,ふうこう,明媚,,めいび,＊『矢田挿雲-江戸から東京へ･四』,"➡風光明媚（ふうこうめいび）
自然の景色が清らかで美しいこと。〈漢検四字熟語辞典〉
★「風光」は、景色･眺めのこと。
★「明媚」は、清らかで美しい意。
●H20-3㈣書"
D0059,◆１,一気呵成,いっきかせい,,一気,いっき,呵成,,かせい,＊『詩藪-内編･近体中』,"➡一気呵成（いっきかせい）
ひといきに文章を書きあげること。また、物事を中断することなく一息に仕上げてしまうこと。〈漢検四字熟語辞典〉
★「呵」は、ハッと息を吹きかける擬音語。
●H12-1㈣書／●H18-3㈣書"
D0060,◆１,麻姑搔痒,まこそうよう,,麻姑,まこ,搔痒,"掻痒
搔癢
掻癢",そうよう,＊『神仙伝-麻姑』,"➡麻姑搔痒／麻姑掻痒／麻姑搔癢／麻姑掻癢（まこそうよう）
物事が思いのままになること。また、行き届くこと。〈漢検四字熟語辞典〉
★「麻姑」は、中国伝説の仙女。鳥のような長い爪を持つという。
★「搔痒」は、かゆいところをかくこと。
★中国漢代桓帝(ｶﾝﾃｲ)のころ蔡経(ｻｲｹｲ)という者が麻姑の長い爪で背中をかかせたら、さぞ気持ちがよいだろうと秘かに思ったという故事から。
●H09-3㈣書／●H15-2㈣書／●H23-3㈣書／●H30-1㈣書"
D0061,◆１,魑魅魍魎,ちみもうりょう,,魑魅,ちみ,魍魎,罔両,もうりょう,＊『春秋左氏伝-宣公三年』,"➡魑魅魍魎／魑魅罔両（ちみもうりょう）
いろいろな化け物。また、私欲のために悪だくみする悪人のたとえ。〈漢検四字熟語辞典〉
★「魑魅」は、山林･沼沢の気から生じる妖怪。
★「魍魎」は、山川･木石の精気から生じる妖怪。
類：百鬼夜行（ひゃっきやこう）
●H28-2㈣書"
D0062,◆１,揣摩臆測,しまおくそく,すいまおくそく,臆測,おくそく,揣摩,,しま,＊『戦国策-秦策』,"➡揣摩臆測／揣摩憶測（しまおくそく／すいまおくそく）
物事を自分の心だけでいい加減に推測すること。〈漢検四字熟語辞典〉
★「揣摩」は、おしはかる意。
★「臆測」は、いい加減な推測の意。
●H06-3㈣書／●H14-3㈣書／●H17-1㈣書／●H21-2㈣書／●H25-2㈣書"
D0063,◆１,婉娩聴従,えんべんちょうじゅう,えんばんちょうじゅう,聴従,ちょうじゅう,婉娩,,えんべん,＊『礼記-内則』,"➡婉娩聴従（えんべんちょうじゅう／えんばんちょうじゅう）
心が優しく素直で、人の言うことに逆らわずに従うさま。もと女訓(ｼﾞｮｸﾝ:女性への教え)の一つ。〈漢検四字熟語辞典〉
★「婉娩」は、おとなしく素直なさま、しとやかなさま。
★「聴従」は、命令に従うこと。
●H11-2㈣書"
D0064,◆１,偕老同穴,かいろうどうけつ,,同穴,どうけつ,偕老,,かいろう,＊『言泉集-下野守義朝為亡室修善』,"➡偕老同穴（かいろうどうけつ）
夫婦の契りがかたく、仲むつまじいこと。〈漢検四字熟語辞典〉
★夫婦が偕(ﾄﾓ)に仲良く年をとり(老)、死後は同じ墓（同穴）に葬られること。
●H09-1㈣書／●H16-3㈣書／●H18-2㈣書／●H20-3㈣書／●H22-3㈣書／●H24-2㈣書／●H28-3㈣書／●R01-3㈣書"
D0065,◆１,罵詈讒謗,ばりざんぼう,,罵詈,ばり,讒謗,,ざんぼう,＊『坪内逍遥-当世書生気質･一〇』,"➡罵詈讒謗（ばりざんぼう）
ありとあらゆる悪口をいうこと。〈漢検四字熟語辞典〉
★「罵詈」は、口汚く相手をののしること。
★「讒謗」は、そしる意。
類：悪口雑言（あっこうぞうごん）／類：讒謗罵詈（ざんぼうばり）／類：罵詈雑言（ばりぞうごん）／類：悪口罵詈（あっこうばり）
●H14-3㈣書"
D0066,◆１,結跏趺坐,けっかふざ,,結跏,けっか,趺坐,,ふざ,＊『法華経』,"➡結跏趺坐（けっかふざ）
仏教の座法の一つ。また、座禅のときの座法の一つ。〈漢検四字熟語辞典〉
★「跏」は、足の裏。
★「趺」は、足の甲のこと。
★左右の足の甲を反対の足の股のつけ根に引きつけて置き、両足の裏が上を向くように組む。
●H11-3㈣書／●H16-2㈣書／●H23-1㈣書／●H29-3㈣書"
D0067,◆１,繁文縟礼,はんぶんじょくれい,,繁文,はんぶん,縟礼,,じょくれい,＊『徳富蘇峰-大日本膨脹論･征清の真意義』,"➡繁文縟礼（はんぶんじょくれい）
形式や手続きが複雑で面倒なこと。〈漢検四字熟語辞典〉
★「繁文」は、こまごまとした飾り、わずらわしい規則のこと。
★「縟礼」は、込み入った礼儀作法の意。
●H06-3㈣書／●H13-2㈣書／●H17-3㈣書／●H20-1㈣書／●H22-2㈣書／●H24-3㈣書／●H28-3㈣書"
D0068,◆１,蘭摧玉折,らんさいぎょくせつ,,玉折,ぎょくせつ,蘭摧,,らんさい,＊『世説新語-言語』,"➡蘭摧玉折（らんさいぎょくせつ）
賢人や美人などの死をいう。すぐれた人として終わりまでまっとうして死ぬことにもいう。〈漢検四字熟語辞典〉
★蘭の花が摧(ｸﾀﾞ)け散り玉が折れ割れる意。
●H06-2㈣書／●H18-1㈣書／●H21-1㈣書／●H24-3㈣書／●H26-3㈣書／●H28-3㈣書"
D0069,◆１,余韻嫋嫋,よいんじょうじょう,,余韻,よいん,嫋嫋,,じょうじょう,＊『蘇軾-前赤壁賦』,"➡余韻嫋嫋／余音嫋嫋（よいんじょうじょう）
音声が鳴りやんでもなお残るひびきが、細く長く続くさま。詩や文章の表現の背後に感じられる風情にもたとえる。〈漢検四字熟語辞典〉
★「嫋嫋」は、音や声の細く長く続くさま。
●H18-1㈣書／●H29-1㈣書"
D0070,◆１,結跏趺坐,けっかふざ,,趺坐,ふざ,結跏,,けっか,＊『法華経』,"➡結跏趺坐（けっかふざ）
仏教の座法の一つ。また、座禅のときの座法の一つ。〈漢検四字熟語辞典〉
★「跏」は、足の裏。
★「趺」は、足の甲のこと。
★左右の足の甲を反対の足の股のつけ根に引きつけて置き、両足の裏が上を向くように組む。
●H11-3㈣書／●H16-2㈣書／●H23-1㈣書／●H29-3㈣書"
D0071,◆１,旗幟鮮明,きしせんめい,,鮮明,せんめい,旗幟,,きし,＊『不明』,"➡旗幟鮮明（きしせんめい）
主義･主張･態度などがはっきりしていること。〈漢検四字熟語辞典〉
★「旗幟」は、旗とのぼり。転じて主義･主張･態度･方針の意にたとえられる。
★「鮮明」は、はっきりしていること。
●H08-1㈣書／●H15-1㈣書／●H20-2㈣書／●H22-3㈣書／●H25-3㈣書／●R01-2㈣書"
D0072,◆１,駑馬十駕,どばじゅうが,,十駕,じゅうが,駑馬,,どば,＊『荀子-脩身』,"➡駑馬十駕（どばじゅうが）
才能のない者でも、たえず努力すれば才能ある者に肩を並べることができるということ。〈漢検四字熟語辞典〉
★「駑馬」は、のろい馬。
★「駕」は、馬に車をつけて走ること。
★駑馬が十日間車を牽いて走ること。
「驥(ｷ)は一日にして千里なるも、駑馬も十駕すれば之(ｺﾚ)に及ぶ」
●H13-3㈣書"
D0073,◆１,豺狼当路,さいろうとうろ,,当路,とうろ,豺狼,犲狼,さいろう,＊『後漢書-張綱伝』,"➡豺狼当路／犲狼当路（さいろうとうろ）
暴虐で非道な人が枢要な地位にあることのたとえ。また、権力を握っている者の暴虐のたとえ。〈漢検四字熟語辞典〉
★「豺狼」は、山犬と狼。
★豺狼が道の真ん中に居座って行く手をさえぎっている意から。
「豺狼(ｻｲﾛｳ)、路(ﾐﾁ)に当たる」
●H20-3㈣書／●H26-1㈣書／●H27-3㈣書／●R01-2㈣書"
D0074,◆１,鬼哭啾啾,きこくしゅうしゅう,,鬼哭,きこく,啾啾,,しゅうしゅう,＊『杜甫-兵車行』,"➡鬼哭啾啾（きこくしゅうしゅう）
非業の死を遂げて浮かばれない亡霊の泣き声が、恨めしげに響くさま。また、鬼気迫るものすごい気配が襲い来るさま。〈漢字ペディア〉
★「鬼」は、亡霊。
★「哭」は、声をあげて泣き悲しむこと。
★「啾啾」は、しくしくと泣く泣き声の形容。
●H25-3㈣書"
D0075,◆１,跳梁跋扈,ちょうりょうばっこ,,跳梁,ちょうりょう,跋扈,,ばっこ,＊『福本日南-両政事家の政略に感有り』,"➡跳梁跋扈（ちょうりょうばっこ）
悪者などがはびこり、勝手気ままにふるまうこと。〈漢検四字熟語辞典〉
★「跳梁」は、おどりあがり跳ね回ること。
★「跋扈」は、思うままにのさばり振る舞うこと。
類：飛揚跋扈（ひようばっこ）／類：横行闊歩（おうこうかっぽ）／類：跋扈跳梁（ばっこちょうりょう）
●H05-1㈣書／●H08-2㈣書／●H14-3㈣書／●H20-1㈣書／●H29-1㈣書"
D0076,◆１,落英繽紛,らくえいひんぷん,,落英,らくえい,繽紛,,ひんぷん,＊『陶潜-桃花源記』,"➡落英繽紛（らくえいひんぷん）
散る花びらが乱れ舞うさま。〈漢検四字熟語辞典〉
★「落英」は、散り落ちる花びら。
★「繽紛」は、盛んなさま。また、乱れ混じるさま。
●H07-2㈣書／●H16-3㈣書"
D0077,◆１,魑魅魍魎,ちみもうりょう,,魍魎,もうりょう,魑魅,,ちみ,＊『春秋左氏伝-宣公三年』,"➡魑魅魍魎／魑魅罔両（ちみもうりょう）
いろいろな化け物。また、私欲のために悪だくみする悪人のたとえ。〈漢検四字熟語辞典〉
★「魑魅」は、山林･沼沢の気から生じる妖怪。
★「魍魎」は、山川･木石の精気から生じる妖怪。
類：百鬼夜行（ひゃっきやこう）
●H08-3㈣書／●H13-3㈣書／●H16-2㈣書／●H18-3㈣書／●H28-2㈣書／●R01-1㈣書"
D0078,◆１,勇気凜凜,ゆうきりんりん,,勇気,ゆうき,凜凜,凛凛,りんりん,＊『今東光-夜の客』,"➡勇気凜凜／勇気凛凛（ゆうきりんりん）
ものに恐れず勇ましいさま。〈漢検四字熟語辞典〉
★「凜凜」は、勇気の盛んなさま。また、姿や形のりりしいさま。
●H11-2㈣書／●H14-1㈣書"
D0079,◆１,行尸走肉,こうしそうにく,,走肉,そうにく,行尸,,こうし,＊『拾遺記-六』,"➡行尸走肉（こうしそうにく）
才能も学問もなく、なんの存在価値もない人のこと。〈漢検四字熟語辞典〉
★「尸」は、しかばね。
★歩くしかばねと、魂のない走る肉体の意から。
類：酒囊飯袋（しゅのうはんたい）／類：飲食之人（いんしょくのひと）
●H12-3㈣書"
D0080,◆１,直截簡明,ちょくせつかんめい,,簡明,かんめい,直截,,ちょくせつ,＊『不明』,"➡直截簡明（ちょくせつかんめい）
くどくどしくなくきっぱりしていること。また、そのさま。文章や人の性質などを評していう。〈漢検四字熟語辞典〉
★「直截」は、すぐに裁決する、きっぱりしている意。
類：単純明快（たんじゅんめいかい）
●H04-1㈣書"
D0081,◆１,軽妙洒脱,けいみょうしゃだつ,,軽妙,けいみょう,洒脱,灑脱,しゃだつ,＊『芝木好子-湯葉』,"➡軽妙洒脱／軽妙灑脱（けいみょうしゃだつ）
洗練され気が利いており、俗っぽくなく爽やかなこと。〈漢検四字熟語辞典〉
★「軽妙」は、軽く快いこと。
★「洒脱」は、俗気がなくさっぱりしているさま。
類：滑稽洒脱（こっけいしゃだつ）
●H11-1㈣書／●H26-1㈣書"
D0082,◆１,依怙贔屭,えこひいき,,依怙,えこ,贔屭,"贔屓
贔負",ひいき,＊『信長記-一上』,"➡依怙贔屭／依怙贔屓／依怙贔負（えこひいき）
片方に心をかたむけ助けること。好きなほうだけ肩入れすること。〈漢検四字熟語辞典〉
★「依怙」は、もと頼りにする意であるが、わが国では不公平の意にも使われる。
★「贔屭」は、もとヒキと読み、力を出し努力するさま。転じて、人に目をかけて引き立てること。
●H11-3㈣書／●H16-1㈣書／●H19-1㈣書／●H30-1㈣書"
