ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0059,文筆を辞し、武道を志す。,"筆力[扛鼎]
折花[攀柳]
[燕頷]投筆
干戚[羽旄]",◆１,えんがん,,＊『後漢書-班超伝』,"燕頷投筆（えんがんとうひつ）
★「燕頷」は、燕のような人相をいう。
★「投筆」は、筆を投げ捨てる、筆をおく意。
★中国後漢の班超(ﾊﾝﾁｮｳ)は、筆書の仕事をしていたが、武功を上げたいと思い、筆書の仕事を止めて武将になったという故事から。
「燕頷(ｴﾝｶﾞﾝ)、筆(ﾌﾃﾞ)を投(ﾄｳ)ず」",燕頷投筆,燕頷
E0060,人の来訪などを待ちこがれる。,"延頸[挙踵]
[瞻望]咨嗟
[枉駕]来臨
[枕戈]待旦",◆１,きょしょう,,＊『荘子-胠篋』,"延頸挙踵（えんけいきょしょう）
★「踵」は、くびす、かかとの意。
★頸(ｸﾋﾞ)を延ばし、つま先立って待ち望む意。
類：延頸企踵（えんけいきしょう）
類：翹首企足（ぎょうしゅきそく）
類：翹足引領（ぎょうそくいんりょう）
類：延頸鶴望（えんけいかくぼう）
類：鶴立企佇（かくりつきちょ）",延頸挙踵,挙踵
E0061,世の中が平穏無事である。,"神韻[縹渺]
[偃武]修文
[枕戈]待旦
[漂蕩]奔逸",◆１,えんぶ,,＊『書経-武成』,"偃武修文（えんぶしゅうぶん）
★戦いをやめて（偃武）、学問･教養を高める（修文）ということから。
類：偃武恢文（えんぶかいぶん）
類：天下泰平（てんかたいへい）
「武(ﾌﾞ)を偃(ﾌ)せて文(ﾌﾞﾝ)を修(ｵｻ)む」",偃武修文,偃武
E0062,聞き苦しい雑音。喧しい子供の声。,"蚊子[咬牛]
非難[囂囂]
[敲金]撃石
[嘔啞]嘲哳",◆１,おうあ,,＊『白居易-琵琶行』,"嘔啞嘲哳（おうあちょうたつ／おうあとうたつ）
★「嘔啞」は、子供の話す声、やかましく鳴る音の形容。
★「嘲哳」は、騒々しいみだらな音がするさま。また、調子はずれで下品な音のさま。",嘔啞嘲哳,嘔啞
E0063,人の来訪を尊んで言う表現。,"延頸[挙踵]
合歓[綢繆]
宝鈿[玉釵]
[枉駕]来臨",◆１,おうが,,＊『不明』,"枉駕来臨（おうがらいりん）
★「枉駕」は、乗り物の道筋を枉(ﾏ)げてわざわざ立ち寄ること。
★「来臨」は、人が来ることの敬語表現。人の来訪に対して敬意を表す語。
「駕(ｶﾞ)を枉(ﾏ)げて来臨す」",枉駕来臨,枉駕
E0064,傍若無人に振る舞うこと。,"[慇懃]無礼
頑迷[固陋]
三面[六臂]
横行[闊歩]",◆１,かっぽ,,＊『夏目楚漱石-吾輩は猫である』,"横行闊歩（おうこうかっぽ）
★「横行」は、我が物顔にふるまうこと。
★「闊歩」は、堂々と歩くこと、威張って行動すること。
類：横行覇道（おうこうはどう）
類：横行跋扈（おうこうばっこ）
類：跳梁跋扈（ちょうりょうばっこ）
類：飛揚跋扈（ひようばっこ）",横行闊歩,闊歩
E0065,人の子は須らく両親に仕えるべし。,"宵衣[旰食]
[温凊]定省
[婉娩]聴従
鑿窓[啓牖]",◆１,おんせい,,＊『礼記-曲礼･上』,"温凊定省（おんせいていせい）
★冬には温かく夏には凊(ｽｽﾞ)しく過ごせるよう配慮し、夜には寝床を整え定め、朝にはご機嫌を伺う（省）意。
類：扇枕温衾（せんちんおんきん）
類：定省温凊（ていせいおんせい）
類：昏定晨省（こんていしんせい）",温凊定省,温凊
E0066,非現実的な考えや、架空の理論。,"蛙鳴[蟬噪]
[海闊]天空
博引[旁証]
海市[蜃楼]",◆１,しんろう,,＊『駢字類編-四六引･隋唐遺事』,"海市蜃楼（かいししんろう）
★「海市」と「蜃楼」は、蜃気楼のこと。
類：空中楼台（くうちゅうろうだい）
類：蜃楼海市（しんろうかいし）
類：砂上の楼閣（さじょうのろうかく）",海市蜃楼,蜃楼
E0067,実現不可能なことに労力を費やす。,"海底[撈月]
[毫釐]千里
[躬行]実践
河山[帯厲]",◆１,ろうげつ,,＊『不明』,"海底撈月（かいていろうげつ）
★「撈月」は、月をすくいあげる意。
★海面に映った月を見て、本物の月だと思い込み、海底から月をすくいあげようとする意から。
類：猿猴取月（えんこうしゅげつ）
類：海中撈月（かいちゅうろうげつ）
類：海底撈針（かいていろうしん）
類：水中撈月（すいちゅうろうげつ）
「海底に月を撈(ｽｸ)う」",海底撈月,撈月
E0068,政界の最高幹部のこと。,"[傀儡]政権
瓊枝[栴檀]
[槐門]棘路
張王[李趙]",◆１,かいもん,,＊『平家･一一』,"槐門棘路（かいもんきょくろ）
★中国周代、朝廷の庭の三公(最も高い三つの官位)が位置すべき所に三本の槐(ｴﾝｼﾞｭ:マメ科の落葉高木)を植え、九卿の位置を示すために九本の棘(ｲﾊﾞﾗ)を植えたという故事から。
類：三槐九棘（さんかいきゅうきょく）
類：公卿大夫（こうけいたいふ）",槐門棘路,槐門
E0069,夫婦の信頼関係が極めて堅いこと。,"[偕老]同穴
煮豆[燃萁]
[珠聯]璧合
桃傷[李仆]",◆１,かいろう,,＊『言泉集-下野守義朝為亡室修善』,"偕老同穴（かいろうどうけつ）
★夫婦が偕(ﾄﾓ)に仲良く年をとり(老)、死後は同じ墓（同穴）に葬られること。",偕老同穴,偕老
E0070,葬送のときにうたう挽歌。,"王楊[盧駱]
[槿花]一朝
低唱[浅斟]
[薤露]蒿里",◆１,かいろ,,＊『古今注-音楽』,"薤露蒿里（かいろこうり）
★「薤露」は、ニラの上におりた朝露の意で、すぐに消えてしまうこと。
★「蒿里」は、もと山の名で、人が死ぬとその霊魂がここに集まり来ると言われた。転じて、墓地の意。
★「薤露」「蒿里」は、葬送のときの挽歌(ﾊﾞﾝｶ)の曲名。
★中国漢代の田横(ﾃﾞﾝｵｳ)が自殺したとき、門人がこれを悼んで作った曲を、のちに李延年(ﾘｴﾝﾈﾝ)がこの二曲に分けたとされる。
★貴人には薤露を歌い、下級官吏や庶民には蒿里を歌うとされる。",薤露蒿里,薤露
E0071,心から待ち望むこと。,"[依怙]贔屭
按図[索驥]
[苛斂]誅求
鶴立[企佇]",◆１,きちょ,,＊『三国志-魏書･陳思王植伝』,"鶴立企佇（かくりつきちょ）
★「企」は、つまさき立つこと。
★「佇」は、待ち望む意。
★鶴が立っている姿のように、つまさきだって、人や物事を待ち望む意。
類：延頸鶴望（えんけいかくぼう）
類：延頸挙踵（えんけいきょしょう）",鶴立企佇,企佇
E0072,思い通りにならず、もどかしい。,"苦心[惨憺]
[呵呵]大笑
隔靴[搔痒]
風声[鶴唳]",◆１,そうよう,,＊『景徳伝灯録-二二』,"隔靴搔痒／隔靴搔癢（かっかそうよう）
★靴を隔てて痒(ｶﾕ)いところをかくという意味で、痒いところに手が届かないはがゆさ･もどかしさをいう。
類：掉棒打星（とうぼうだせい）
類：隔靴爬痒（かっかはよう）
「靴(ｸﾂ)を隔(ﾍﾀﾞ)てて痒(ｶﾕ)きを掻(ｶ)く」",隔靴搔痒,搔痒
E0073,はたと迷妄を断ち切り解脱する。,"[豁然]大悟
[杞人]天憂
天門[開闔]
融通[無礙]",◆１,かつぜん,,＊『祖庭事苑』,"豁然大悟（かつぜんたいご）
★「豁然」は、からっと開けるさま。
★「大悟」は、大いに悟る、悟りを開く、迷いを脱して真理を悟ること。",豁然大悟,豁然
E0074,租税などを厳酷に取り立てる。,"流金[鑠石]
[敝帚]千金
[苛斂]誅求
[阿諛]傾奪",◆１,かれん,,＊『矢田挿雲-江戸から東京へ･六』,"苛斂誅求（かれんちゅうきゅう）
★「苛斂」「誅求」は、厳しく責めつけて取り立てること。
類：頭会箕斂（とうかいきれん）",苛斂誅求,苛斂
E0075,はばかることなく大いに議論する。,"肩摩[轂撃]
侃侃[諤諤]
日月[逾邁]
[艱難]辛苦",◆１,がくがく,,＊『兆民文集』,"侃侃諤諤（かんかんがくがく）
★「侃侃」は、剛直なさま。
★「諤諤」は、はばかることなく直言する意。
★略して「侃諤」ともいう。
類：百家争鳴（ひゃっかそうめい）
類：議論百出（ぎろんひゃくしゅつ）",侃侃諤諤,諤諤
E0076,自論を主張して激しく議論する。,"危言[覈論]
[迦陵]頻伽
物議[洶然]
[帷幄]上奏",◆１,かくろん,,＊『後漢書-郭太伝』,"危言覈論（きげんかくろん）
★「危言」は、身の危険を顧みず直言すること。
★「覈論」は、きびしく論ずる意。",危言覈論,覈論
E0077,主義主張や態度が明確である。,"[明眸]皓歯
秋風[凜冽]
叡明[豁達]
[旗幟]鮮明",◆１,きし,,＊『不明』,"旗幟鮮明（きしせんめい）
★「旗幟」は、旗とのぼり。転じて主義･主張･態度･方針の意にたとえられる。
★「鮮明」は、はっきりしていること。",旗幟鮮明,旗幟
E0078,心身を労して国事に尽くすこと。,"[鞠躬]尽瘁
大海[撈針]
国歩[艱難]
被髪[左袵]",◆１,きっきゅう,,＊『諸葛亮-後出師表』,"鞠躬尽瘁（きっきゅうじんすい）
★「鞠躬」は、身をかがめて敬いつつしむ意。転じて、心を尽くして骨折ること。
★「尽瘁」は、力を尽くして骨折る。
「鞠躬尽瘁、死して後已(ﾉﾁﾔ)む」",鞠躬尽瘁,鞠躬
E0079,慈しみかわいがる。,"重熙[累洽]
揺頭[擺尾]
阿諛[便佞]
[翼覆]嫗煦",◆１,よくふ,,＊『不明』,"翼覆嫗煦（よくふうく）
★「翼覆」は、翼でおおうこと。
★「嫗煦」は、温め育てる。嫗は抱き温める、煦は息を吹きかけて温める意。
●H30-3㈣意",翼覆嫗煦,翼覆
E0080,英明の天子続き現れ恵沢弥増す。,"重熙[累洽]
延頸[挙踵]
鑿歯[尺牘]
[翼覆]嫗煦",◆１,るいこう,,＊『班固-東都賦』,"重熙累洽（ちょうきるいこう）
★「重熙」は、光明を重ねる意。
★「洽」は、天子の徳があまねく行きわたること。
●H30-3㈣意",重熙累洽,累洽
E0081,気に入られようとして諂う。,"揺頭[擺尾]
延頸[挙踵]
[羊很]狼貪
[翼覆]嫗煦",◆１,はいび,,＊『五灯会元･五』,"揺頭擺尾（ようとうはいび）
★頭を動かして尾を振る意。
★仏道修行の僧侶たちも、ときには師の行動にへつらって、師の体得した境地に近づこうとすることもある、との語にもとづく。
故事：「頭を揺らし尾を擺(ﾌ)る」
●H30-3㈣意",揺頭擺尾,擺尾
E0082,粗暴で胴欲なこと。,"揺頭[擺尾]
延頸[挙踵]
[羊很]狼貪
[墜茵]落溷",◆１,ようこん,,＊『史記-項羽紀』,"羊很狼貪（ようこんろうどん）
★「羊很」は、羊のように荒々しく道理にそむくこと。
★「狼貪」は、オオカミのように飽くことなく欲張ること。
●H30-3㈣意",羊很狼貪,羊很
E0083,人には運不運がある。,"[孔翊]絶書
延頸[挙踵]
鑿歯[尺牘]
[墜茵]落溷",◆１,ついいん,,＊『南史-范縝伝』,"墜茵落溷（ついいんらくこん）
★風に吹かれて散った花が、あるものは幸運なことに敷物の上に落ち（墜茵）、あるものは不運にもかわやに落ちる（落溷）ということから。
類：運否天賦（うんぷてんぷ）
故事：「茵(ｲﾝ)に堕(ｵ)ち溷(ｺﾝ)に落(ｵ)つ」
●H30-3㈣意",墜茵落溷,墜茵
E0084,今現在のことしか考えない。,"[飲鴆]止渇
朮羹[艾酒]
[鼎鐺]玉石
[藜杖]韋帯",◆１,いんちん,,＊『後漢書-霍諝伝』,"飲鴆止渇（いんちんしかつ）
★鴆毒(ﾁﾝﾄﾞｸ:鴆(ﾁﾝ)という鳥の羽の猛毒)の入った酒を飲んで渇きをいやす意。
類：止渇飲鴆（しかついんちん）
故事：「鴆(ﾁﾝ)を飲(ﾉ)みて渇(ｶﾂ)を止(ﾄﾄﾞ)む」
●R1-1㈣意",飲鴆止渇,飲鴆
E0085,濡れ衣を着せられる。,"[越俎]代庖
泉石[膏肓]
[藜杖]韋帯
[薏苡]明珠",◆１,よくい,,＊『後漢書-馬援伝』,"薏苡明珠（よくいめいしゅ）
★「薏苡」は、はとむぎ。花は数珠玉に似ており白い種子は食用･薬用にされる。
★「明珠」は、宝玉。
★中国後漢の馬援が、交趾(ｺｳｼ:今のベトナム)から持ち帰った車一台分の薏苡の実を都の人々は南方の珍しいものだとおもい、宝玉だと天子に讒言する者もあり天子の怒りに触れたという故事から。
●R1-1㈣意",薏苡明珠,薏苡
E0086,端午の節句の祝儀に用いる。,"蓴羹[鱸膾]
朮羹[艾酒]
漿酒[霍肉]
[藜杖]韋帯",◆１,がいしゅ,,＊『歳時広記-端午･上･金門歳節』,"朮羹艾酒（じゅっこうがいしゅ）
★朮(ｵｹﾗ)でつくった羹(ｱﾂﾓﾉ)と艾(ﾖﾓｷﾞ)がはいった酒のこと。昔、洛陽の人たちが五月の節句を祝うためにつくった。
●R1-1㈣意",朮羹艾酒,艾酒
E0087,聖人の教えをいう。,"[六韜]三略
典謨[訓誥]
洪範[九疇]
[五蘊]皆空",◆１,くんこう,,＊『不明』,"典謨訓誥（てんぼくんこう）
★書経にある典･謨･訓･誥の四体の文。書経の篇名の併称。書経は儒教の経典で五経の一つ。夏(ｶ)･殷(ｲﾝ)･周(ｼｭｳ)三代から秦の穆公(ﾎﾞｯｺｳ)までの政治に関する記録。尚書ともいう。
★「典」は、尭典･舜典の二典。
★「謨」は、大禹謨(ﾀﾞｲｳﾎﾞ)･皐陶謨(ｺｳﾖｳﾎﾞ)･益稷謨(ｴｷｼｮｸﾎﾞ)の三謨。
★「訓」は、敷奏諫言の語で伊訓の類。
★「誥」は、臣下を教え諭す語で大誥(ﾀｲｺｳ)の類。
●R1-1㈣意",典謨訓誥,訓誥
E0088,敏捷で勇猛なこと。,"発揚[蹈厲]
剽疾[軽悍]
獅子[搏兎]
[訥言]敏行",◆１,けいかん,,＊『淮南子-兵略訓』,"剽疾軽悍（ひょうしつけいかん）
★「剽疾」は、すばやいこと。
★「軽悍」は、すばやく猛々しいこと。
●R1-2㈣意",剽疾軽悍,軽悍
E0089,問題を大本から解決する。,"[枉尺]直尋
斬釘[截鉄]
[翦草]除根
[朝齏]暮塩",◆１,せんそう,,＊『春秋左氏伝-隠公六年』,"翦草除根（せんそうじょこん）
★草を翦(ｷ)り根を除いて二度と生えないようにする意。
類：削株掘根（さくしゅくっこん）
類：断根枯葉（だんこんこよう）
類：釜底抽薪（ふていちゅうしん）
類：抜本塞源（ばっぽんそくげん）
故事：「草を翦(ｷ)り根を除く」
●R1-2㈣意",翦草除根,翦草
E0090,体を激しく動かして踊る。,"緩歌[縵舞]
[行尸]走肉
[鳧趨]雀躍
発揚[蹈厲]",◆１,とうれい,,＊『礼記-楽記』,"発揚蹈厲（はつようとうれい）
★「発揚」は、盛んにすること。
★「蹈」は、足踏みする、小躍りする意。
★「厲」は、激しい、厳しいさまをいう。
●R1-3㈣意",発揚蹈厲,蹈厲
E0091,儒学の正統を言う。,"[潑墨]淋漓
[孔翊]絶書
[緇林]杏壇
[鄒魯]遺風",◆１,すうろ,,＊『梁書-羊侃伝』,"鄒魯遺風（すうろいふう）
★「鄒」は、孟子の出生地。「魯」は、孔子の出生地。
★「遺風」は、後世に残された教えの意。
類：鄒魯之学（すうろのがく）
●R1-3㈣意",鄒魯遺風,鄒魯
E0092,友人への心尽くしのもてなし。,"冒雨[剪韮]
[一饋]十起
[朝齏]暮塩
[簇酒]斂衣",◆１,せんきゅう,,＊『郭林宗別伝』,"冒雨剪韮（ぼううせんきゅう）
★雨の中外に出て、韮(ﾆﾗ)を摘みご馳走を作る意から。
故事：「雨を冒(ｵｶ)して韭(ﾆﾗ)を剪(ｷ)る」
●R1-3㈣意",冒雨剪韮,剪韮
