ID,問題,難易度,解答,別答,意味
A0080,老いてなお【矍鑠】としている,◆１,かくしゃく,,"┌年をとっても丈夫で元気のいいさま。〈大辞泉〉
┌年をとっても心身ともに元気なさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H4-1㈠"
A0081,旧弊が新たな発想の【桎梏】となる,◆１,しっこく,,"┌1.あしかせと手かせ。
└2.転じて、自由を奪うもの。束縛。〈漢字源〉
┌1.足かせと手かせ。
└2.自由をさまたげるもの。≒束縛、拘束〈漢字ペディア〉
◇漢字ペディア大見出し
●H12-1㈠"
A0082,酷寒と【脚気】が身体を襲う,◆１,かっけ,,"┌ビタミンB1の欠乏により起こる病気。倦怠感(ｹﾝﾀｲｶﾝ)･手足のしびれ･むくみなどから始まり、末梢神経の麻痺(ﾏﾋ)や心臓衰弱を呈する。かつて日本で国民病とされた。〈大辞泉〉
┌ビタミンＢ1の欠乏が原因で起こる病気。倦怠感や手足のしびれ、むくみなどを伴う。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0083,放佚【奢侈】を尽くす,◆１,しゃし,,"┌おごり。ぜいたく。〈漢字源〉
┌身分不相応なぜいたく。度を超えて金をつかうこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0084,門前の【偃蹇】たる松の枝が見事だ,◆１,えんけん,,"┌1.物が延び広がったり高くそびえたりしているさま。また、多く盛んなさま。
└2.おごり高ぶるさま。〈大辞泉〉
┌1.高くそびえるさま。
├2.おごりたかぶるさま。
└3.世俗を超越していること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H13-1㈠
●H17-2㈠
●H30-3㈠"
A0085,【窈窕】たる淑女は、君子の好逑,◆１,ようちょう,,"┌1.女性のおくゆかしく、上品なさま。
├2.なまめかしいさま。
└3.奥深く曲がりくねるさま。〈漢字源〉
┌美しくしとやかなさま。上品で奥ゆかしいさま。〈大辞泉〉
┌奥ゆかしく上品なさま。美しくしとやかなさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0086,【肯綮】に中たった見解である,◆１,こうけい,,"┌物事の急所。重要な点。〈漢字ペディア〉
┌物事の急所。かなめ。〈大辞泉〉
★骨に肉がはまり込んで、骨と肉とが結合している所。そこに包丁を当てれば肉を骨から切り離すことができるので、物事の急所、重要な点の意に用いる。〈漢字源〉
◇漢字ペディア大見出し
●H10-3㈠"
A0087,【巫覡】卜相の言に頼る,◆１,ふげき,,"┌かんなぎの総称。祈禱(ｷﾄｳ)をしたり舞を踊ったりして、神を招いて神の託宣を告げる人。〈漢字ペディア〉
┌みこ。かんなぎ。〈漢字源〉
★｢巫｣は女のみこ。｢覡｣は男のみこ。〈漢字源〉
◇漢字ペディア大見出し
●H8-1㈠
●H11-3㈠
●H16-2㈠"
A0088,雨天により【急遽】中止となった,◆１,きゅうきょ,,"┌1.急に物事が行われるさま。
└2.あわただしく事を行うさま。いそいで。にわかに。〈大辞泉〉
┌大急ぎで。あわただしく。突然に物事をするようす。〈漢字ペディア〉
┌あわただしい。〈漢辞海〉
┌1.あわてる。
└2.(国)情勢が変化したため、あわてておこなうさま。にわかに大急ぎで。〈漢字源〉
◇漢字ペディア大見出し"
A0089,電話口から【狒狒】旦那が喚いている,◆１,ひひ,,"┌1.オナガザル科のうち、ヒヒ属とゲラダヒヒ属の哺乳類の総称。
└2.年のいった好色な男をののしっていう語。〈大辞泉〉
┌1.オナガザル科の大形のサルの総称。アフリカにすむ。鼻口部が突出し、顔が赤く、性質は荒い。マントヒヒなど。
└2.好色な、中年以上の男性のたとえ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0090,甲高い【喇叭】の音色が響く,◆１,らっぱ,,"┌1.金管楽器の総称。また、特に無弁のナチュラルトランペットのこと。
├2.朝顔形に末端の開いた拡声器。
└3.「らっぱ飲み」の略。〈大辞林〉
┌1.金管楽器の総称。真鍮製で、一端に細い吹き口があり、もう一方の端が大きく開いている。トランペットなど。
└2.大げさな話。ほら。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0091,月を瞻仰し惆悵として【咨嗟】す,◆１,しさ,,"┌1.声を出して、なげくこと。嘆息すること。
└2.称賛すること。ほめること。〈日本国語大辞典〉
┌ためいきをついて嘆く。≒咨歎〈字源〉
◇漢字ペディア小見出し"
A0092,古い槧本の判読に【脳漿】を絞り尽くす,◆１,のうしょう,,"┌1.脳の外側や脳室内にある液。髄液。
└2.知恵や頭脳。〈漢字ペディア〉
┌1.脳の外側や脳内を満たす液体。
└2.脳。〈漢辞海〉
★脳漿を絞(ｼﾎﾞ)る…ある限りの知恵を働かせる。脳みそを絞る。知恵を絞る。〈日本国語大辞典〉
◇漢字ペディア大見出し"
A0093,【嚠喨】たる鐘声が響き渡った,◆１,りゅうりょう,,"┌さわやかに澄んだ音の形容。〈漢字源〉
┌楽器の音などがさえわたるさま。≒瀏亮〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-2㈠"
A0094,全国制覇に向け勇往【邁進】する,◆１,まいしん,,"┌恐れることなく突き進むこと。〈大辞泉〉
┌勇敢に突き進むこと。≒邁往〈漢字ペディア〉
★勇往邁進･･･目標に向かって、わきめもふらず勇ましく前進すること。〈大辞泉〉
◇漢字ペディア大見出し"
A0095,敵に【邀撃】された,◆１,ようげき,,"┌攻めて来る敵を、むかえ討つこと。≒迎撃〈漢字ペディア〉
┌迎えうつこと。迎撃。〈大辞泉〉
◇漢字ペディア大見出し
●H4-1㈠
●H15-3㈠"
A0096,【蒟蒻】を千切って煮る,◆１,くじゃく,こんにゃく,"┌草の名。コンニャクの漢名。サトイモ科の多年草。その球茎は、こんにゃくの原料とされる。〈新漢和大字典〉
┌サトイモ科の多年草。また、その球茎から作った食品。〈新大字典〉
┌≒菎蒻
├1.サトイモ科の多年草。インドシナ原産で、食用に栽培。地下茎から太く長い葉柄を一本出し、羽状の葉をつける。地下茎は大きな球形。
└2.上記の地下茎を粉にしたものを加工し、固めた食品。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0097,【顰蹙】を買う行為を慎む,◆１,ひんしゅく,,"┌顔をしかめて不快感を表すこと。〈漢字ペディア〉
┌不快に感じて顔をしかめること。まゆをひそめること。〈大辞泉〉
★顰蹙を買う･･･良識に反する言動をして人から嫌われ、さげすまれる。〈大辞泉〉
◇漢字ペディア大見出し
●H6-2㈠"
A0098,一日沙上に【徘徊】す,◆１,はいかい,,"┌さまよい歩き回る。また、行ったり来たりする。〈漢字源〉
┌あてもなく歩き回ること。ぶらつくこと。≒彷徨〈漢字ペディア〉
◇漢字ペディア大見出し"
A0099,一億の値が付いた【稀覯】本,◆１,きこう,,"┌めったに見られないこと。非常に珍しいこと。〈大辞泉〉
┌まれにみる。めったにみかけない。≒希覯〈漢字源〉
★稀覯本(ｷｺｳﾎﾞﾝ)…数が少なく珍しい本。めったに見られない本。≒稀書、稀本、珍本〈漢字ペディア〉
◇漢字ペディア大見出し
●H4-1㈠
●H10-3㈠"
A0100,温和【怜悧】で好奇心に富む,◆１,れいり,,"┌頭が働きが鋭くて利口である。〈漢字源〉
┌賢いこと。利口なこと。≒聡明、伶俐、怜俐、伶悧〈漢字ペディア〉
◇漢字ペディア大見出し"
A0101,【幽邃】なる山間に居を構えた,◆１,ゆうすい,,"┌景色などが奥深く静かなこと。また、そのさま。〈大辞泉〉
┌奥深くて物静かなこと。〈新漢和大字典〉
┌奥深い。〈字通〉
◇漢字ペディア小見出し
●H9-3㈠"
A0102,【惻隠】の心は仁の端なり,◆１,そくいん,,"┌ひしひしといたわしく思う。〈漢字源〉
┌あわれみいたむ心。〈字通〉
┌あわれみ心がいたむこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0103,【綢繆】恋恋の情を断ち切れず苦悶した,◆１,ちゅうびゅう,,"┌1.巻きつくこと。もつれ合うこと。
└2.結びしばること。〈漢字ペディア〉
┌まつわりつく。びっしりと、ひもをからめてふさぐ。〈漢字源〉
┌1.しっかりとたばねたさま。
├2.奥深いさま。
├3.連続しているさま。
├4.紛糾しているさま。
├5.深い友情。
├6.思いきれない恋心。
└7.女性が結ぶ帯。〈漢辞海〉
★「繆」は、「誤る･間違う」意だと「ビュウ（繆説／紕繆）」と読み、この意と音を用いる熟語が多い。その他の音では「まとう」意だと「リョウ（繆繞）≒繚」、「結ぶ･縊る」意だと「キュウ（繆死）」、穆に通じるときは「ボク」の三項が挙げられるが、いずれも稀有。上記の意と音が反するが例外で「綢繆(ﾁｭｳﾋﾞｭｳ)」は過去頻出の語句なので必修。
◇漢字ペディア大見出し
●H15-3㈠
●H18-1㈠"
A0104,【慟哭】して柴荊に返る,◆１,どうこく,,"┌身を震わせて大声で泣く。〈漢字源〉
┌ひどく悲しみ、大声をあげて泣くこと。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0105,彼は門前に立ち【憮然】と呟いた,◆１,ぶぜん,,"┌失望･落胆してどうすることもできないでいるさま。また、意外なことに驚きあきれているさま。〈大辞泉〉
┌失望や不満でむなしい気持ちになるさま。がっかりしてぼんやりするさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0106,両者に【截然】たる仕切りがある,◆１,せつぜん,,"┌1.区別がはっきりしたさま。
└2.切り立っているさま。〈漢字ペディア〉
┌1.整っているさま。
├2.物事の区別のはっきりしているさま。判然。
└3.態度が厳正なさま。〈漢辞海〉
◇漢字ペディア大見出し"
A0107,仇敵の言が彼の襟懐を【攪拌】させた,◆１,かくはん,こうはん,"┌かき回すこと。かきまぜること。〈漢字源〉
┌かきまわすこと。かきまぜること。〈漢字ペディア〉
◇漢字ペディア大見出し"
A0108,事情を【斟酌】する余地はある,◆１,しんしゃく,,"┌1.事情をくみとって、ほどよく処理すること。
├2.条件を照らし合わせて、適当に処理すること。
└3.遠慮すること。〈漢字ペディア〉
┌1.水や酒を酌み交わす。
├2.事情を考え、ほどよくとりはからう。
└3.(国)ひかえめにする。遠慮する。〈漢字源〉
◇漢字ペディア大見出し
●H5-2㈠"
A0109,理の【明晰】と語気の鋭さが文句に閃いている,◆１,めいせき,,"┌1.明らかではっきりしていること。また、そのさま。
└2.論理学で、概念の外延が明確で他とはっきり区別できること。明白。〈大辞泉〉
┌筋道がとおっていて、はっきりしているさま。≒明白〈漢字ペディア〉
◇漢字ペディア大見出し"
A0110,兄弟は【対蹠】的な性格である,◆１,たいせき,たいしょ,"┌あることについて正反対であること。〈漢字源〉
┌足の裏を互いに合わせたように全く反対の位置関係にあること。敵対関係にあること。ある物事と正反対であること。たいしょ。〈日本国語大辞典〉
★｢対蹠(ﾀｲｼｮ)」は慣用読み。"
