ID,難易度,熟語,意味,読み,文章
A0075,◆１,崑崙,"崑崙（こんろん）
┌山名。新疆･チベットの間にある。高さ7719ｍ。〈字通〉
┌1.中国の伝説的地名。黄河の源であり、玉(ｷﾞｮｸ)を産出し、不死の仙女、西王母の住むという西方の楽土。漢の武帝の時には于闐(ﾎｰﾀﾝ)で玉がとれることから、于闐の山を崑崙にあてていた。
├2.崑崙山脈(中国西部の山脈。チベット高原とタリム盆地の間を東西に走る山地。)の略。
├3.中国、三国時代以後、アンナン、カンボジア、マライ半島など、南海地方の呼び名。
└4.島の名。インドシナ半島の南沖合にあるコンドル島に対する元･明時代の呼称。全島岩石の山で、古来、航海者の目標とされた。〈日本国語大辞典〉
┌1.中国西方の伝説上の霊山。仙女がすみ、美しい玉がとれたという。黄河の源とされた。崑山。
└2.「崑崙山脈」の略。中国、チベット高原の北方を東西に走る大山脈。長江の源。クンルン山脈。〈漢字ペディア〉",こんろん,山名。新疆･チベットの間にある。高さ7719ｍ。
A0076,◆１,鷸蚌,"鷸蚌（いつぼう）
┌シギとハマグリ。また、シギとドブガイ。〈大辞泉〉
┌シギとハマグリ。または、シギとドブガイ。〈漢字ペディア〉
★鷸蚌の争(ｱﾗｿ)い…両者が争っている間に、第三者に利益を横取りされ共倒れになることのたとえ。〈大辞泉〉",いつぼう,シギとハマグリ。また、シギとドブガイ。
A0077,◆１,扼腕,"扼腕（やくわん）
┌自分の腕をおさえて、悔しがったり意気込んだりすること。〈漢字源〉
┌左手で右の腕を握りしめる。感情が激しい時のしぐさ。〈新大字典〉
┌自分の腕をおさえて、悔しがったり意気込んだりすること。≒搤腕〈漢字ペディア〉",やくわん,自分の腕をおさえて、悔しがったり意気込んだりすること。
A0078,◆１,穹窿,"穹窿（きゅうりゅう）
┌1.大空。天空。
└2.弓形または半球状のもの。アーチ形。円天井･ドームなどおもに建造物についていう。〈漢字ペディア〉
┌1.弓型のように中央が高く周囲が下がっているマント。また、アーチ形の屋根。
├2.アーチ形の地上をおおう大空。
├3.大きく弓なりに張ったさま。
└4.盛んなさま。〈漢字源〉
┌天井が高いドーム形の室。〈字通〉",きゅうりゅう,大空。天空。弓形または半球状のもの。アーチ形。円天井･ドームなどおもに建造物についていう。
A0079,◆１,朦朧,"朦朧（もうろう）
┌1.ぼんやりかすんで見えるさま。朧気(ｵﾎﾞﾛｹﾞ)に見えるさま。
└2.確かでないさま。〈漢字ペディア〉
┌1.月のおぼろなさま。
├2.ぼんやりかすんではっきり見えないさま。
├3.物事がはっきりせず、確かでないさま。
└4.意識がはっきりしていないさま。〈漢字源〉",もうろう,ぼんやりかすんで見えるさま。朧気に見えるさま。確かでないさま。
A0080,◆１,矍鑠,"矍鑠（かくしゃく）
┌年をとっても丈夫で元気のいいさま。〈大辞泉〉
┌年をとっても心身ともに元気なさま。〈漢字ペディア〉",かくしゃく,年をとっても丈夫で元気のいいさま。
A0081,◆１,桎梏,"桎梏（しっこく）
┌1.あしかせと手かせ。
└2.転じて、自由を奪うもの。束縛。〈漢字源〉
┌1.足かせと手かせ。
└2.自由をさまたげるもの。≒束縛、拘束〈漢字ペディア〉",しっこく,あしかせと手かせ。転じて、自由を奪うもの。束縛。
A0082,◆１,脚気,"脚気（かっけ）
┌ビタミンB1の欠乏により起こる病気。倦怠感(ｹﾝﾀｲｶﾝ)･手足のしびれ･むくみなどから始まり、末梢神経の麻痺(ﾏﾋ)や心臓衰弱を呈する。かつて日本で国民病とされた。〈大辞泉〉
┌ビタミンＢ1の欠乏が原因で起こる病気。倦怠感や手足のしびれ、むくみなどを伴う。〈漢字ペディア〉",かっけ,ビタミンB1の欠乏により起こる病気。倦怠感･手足のしびれ･むくみなどから始まり、末梢神経の麻痺や心臓衰弱を呈する。かつて日本で国民病とされた。
A0083,◆１,奢侈,"奢侈（しゃし）
┌おごり。ぜいたく。〈漢字源〉
┌身分不相応なぜいたく。度を超えて金をつかうこと。〈漢字ペディア〉",しゃし,おごり。ぜいたく。
A0084,◆１,偃蹇,"偃蹇（えんけん）
┌1.物が延び広がったり高くそびえたりしているさま。また、多く盛んなさま。
└2.おごり高ぶるさま。〈大辞泉〉
┌1.高くそびえるさま。
├2.おごりたかぶるさま。
└3.世俗を超越していること。〈漢字ペディア〉",えんけん,物が延び広がったり高くそびえたりしているさま。また、多く盛んなさま。おごり高ぶるさま。
A0085,◆１,窈窕,"窈窕（ようちょう）
┌1.女性のおくゆかしく、上品なさま。
├2.なまめかしいさま。
└3.奥深く曲がりくねるさま。〈漢字源〉
┌美しくしとやかなさま。上品で奥ゆかしいさま。〈大辞泉〉
┌奥ゆかしく上品なさま。美しくしとやかなさま。〈漢字ペディア〉",ようちょう,女性のおくゆかしく、上品なさま。なまめかしいさま。奥深く曲がりくねるさま。
A0086,◆１,肯綮,"肯綮（こうけい）
┌物事の急所。重要な点。〈漢字ペディア〉
┌物事の急所。かなめ。〈大辞泉〉
★骨に肉がはまり込んで、骨と肉とが結合している所。そこに包丁を当てれば肉を骨から切り離すことができるので、物事の急所、重要な点の意に用いる。〈漢字源〉",こうけい,物事の急所。重要な点。
A0087,◆１,巫覡,"巫覡（ふげき）
┌かんなぎの総称。祈禱(ｷﾄｳ)をしたり舞を踊ったりして、神を招いて神の託宣を告げる人。〈漢字ペディア〉
┌みこ。かんなぎ。〈漢字源〉
★｢巫｣は女のみこ。｢覡｣は男のみこ。〈漢字源〉",ふげき,かんなぎの総称。祈禱をしたり舞を踊ったりして、神を招いて神の託宣を告げる人。
A0088,◆１,急遽,"急遽（きゅうきょ）
┌1.急に物事が行われるさま。
└2.あわただしく事を行うさま。いそいで。にわかに。〈大辞泉〉
┌大急ぎで。あわただしく。突然に物事をするようす。〈漢字ペディア〉
┌あわただしい。〈漢辞海〉
┌1.あわてる。
└2.(国)情勢が変化したため、あわてておこなうさま。にわかに大急ぎで。〈漢字源〉",きゅうきょ,急に物事が行われるさま。あわただしく事を行うさま。いそいで。にわかに。
A0089,◆１,狒狒,"狒狒（ひひ）
┌1.オナガザル科のうち、ヒヒ属とゲラダヒヒ属の哺乳類の総称。
└2.年のいった好色な男をののしっていう語。〈大辞泉〉
┌1.オナガザル科の大形のサルの総称。アフリカにすむ。鼻口部が突出し、顔が赤く、性質は荒い。マントヒヒなど。
└2.好色な、中年以上の男性のたとえ。〈漢字ペディア〉",ひひ,オナガザル科のうち、ヒヒ属とゲラダヒヒ属の哺乳類の総称。年のいった好色な男をののしっていう語。
A0090,◆１,喇叭,"喇叭（らっぱ）
┌1.金管楽器の総称。また、特に無弁のナチュラルトランペットのこと。
├2.朝顔形に末端の開いた拡声器。
└3.「らっぱ飲み」の略。〈大辞林〉
┌1.金管楽器の総称。真鍮製で、一端に細い吹き口があり、もう一方の端が大きく開いている。トランペットなど。
└2.大げさな話。ほら。〈漢字ペディア〉",らっぱ,金管楽器の総称。また、特に無弁のナチュラルトランペットのこと。朝顔形に末端の開いた拡声器。「らっぱ飲み」の略。
A0091,◆１,咨嗟,"咨嗟（しさ）
┌1.声を出して、なげくこと。嘆息すること。
└2.称賛すること。ほめること。〈日本国語大辞典〉
┌ためいきをついて嘆く。≒咨歎〈字源〉",しさ,声を出して、なげくこと。嘆息すること。称賛すること。ほめること。
A0092,◆１,脳漿,"脳漿（のうしょう）
┌1.脳の外側や脳室内にある液。髄液。
└2.知恵や頭脳。〈漢字ペディア〉
┌1.脳の外側や脳内を満たす液体。
└2.脳。〈漢辞海〉
★脳漿を絞(ｼﾎﾞ)る…ある限りの知恵を働かせる。脳みそを絞る。知恵を絞る。〈日本国語大辞典〉",のうしょう,脳の外側や脳室内にある液。髄液。知恵や頭脳。
A0093,◆１,嚠喨,"嚠喨（りゅうりょう）
┌さわやかに澄んだ音の形容。〈漢字源〉
┌楽器の音などがさえわたるさま。≒瀏亮〈漢字ペディア〉",りゅうりょう,さわやかに澄んだ音の形容。
A0094,◆１,邁進,"邁進（まいしん）
┌恐れることなく突き進むこと。〈大辞泉〉
┌勇敢に突き進むこと。≒邁往〈漢字ペディア〉
★勇往邁進･･･目標に向かって、わきめもふらず勇ましく前進すること。〈大辞泉〉",まいしん,恐れることなく突き進むこと。
A0095,◆１,邀撃,"邀撃（ようげき）
┌攻めて来る敵を、むかえ討つこと。≒迎撃〈漢字ペディア〉
┌迎えうつこと。迎撃。〈大辞泉〉",ようげき,攻めて来る敵を、むかえ討つこと。
A0096,◆１,蒟蒻,"蒟蒻（くじゃく、こんにゃく）
┌草の名。コンニャクの漢名。サトイモ科の多年草。その球茎は、こんにゃくの原料とされる。〈新漢和大字典〉
┌サトイモ科の多年草。また、その球茎から作った食品。〈新大字典〉
┌≒菎蒻
├1.サトイモ科の多年草。インドシナ原産で、食用に栽培。地下茎から太く長い葉柄を一本出し、羽状の葉をつける。地下茎は大きな球形。
└2.上記の地下茎を粉にしたものを加工し、固めた食品。〈漢字ペディア〉",くじゃく、こんにゃく,草の名。コンニャクの漢名。サトイモ科の多年草。その球茎は、こんにゃくの原料とされる。
A0097,◆１,顰蹙,"顰蹙（ひんしゅく）
┌顔をしかめて不快感を表すこと。〈漢字ペディア〉
┌不快に感じて顔をしかめること。まゆをひそめること。〈大辞泉〉
★顰蹙を買う･･･良識に反する言動をして人から嫌われ、さげすまれる。〈大辞泉〉",ひんしゅく,顔をしかめて不快感を表すこと。
A0098,◆１,徘徊,"徘徊（はいかい）
┌さまよい歩き回る。また、行ったり来たりする。〈漢字源〉
┌あてもなく歩き回ること。ぶらつくこと。≒彷徨〈漢字ペディア〉",はいかい,さまよい歩き回る。また、行ったり来たりする。
A0099,◆１,稀覯,"稀覯（きこう）
┌めったに見られないこと。非常に珍しいこと。〈大辞泉〉
┌まれにみる。めったにみかけない。≒希覯〈漢字源〉
★稀覯本(ｷｺｳﾎﾞﾝ)…数が少なく珍しい本。めったに見られない本。≒稀書、稀本、珍本〈漢字ペディア〉",きこう,めったに見られないこと。非常に珍しいこと。
