ID,難易度,問題,解答,意味
B0125,1,井戸茶碗の【鰄】に見処があった,かいらぎ,"関連熟語：--
★鰄／梅花皮（かいらぎ）
南海にすむサメ類で、アカエイに似た魚の背皮。刀剣のつかやさや、装飾品などに用いる。〈漢字ペディア〉"
B0126,1,一気に気勢を【削】がれてしまう,そ,"関連熟語：削減（サクゲン）
★削ぐ（そ-ぐ）
1.物の先端をとがらせるように薄く切る。
2.髪の毛の端を間引くように切り落とす。
3.減らす。弱くする。〈漢字ペディア〉"
B0127,1,一向に【梲】があがらない,"うだつ
うだち","関連熟語：--
★梲／卯建（うだつ／うだち）
家の梁(ﾊﾘ)の上に立て、棟木(ﾑﾅｷﾞ)を支える短い柱。〈漢字ペディア〉
▼梲が上(ｱ)がらぬ…それなりの努力はしても運がなく、いつまでたってもよい境遇になれないこと。出世しない。〈漢字ペディア〉"
B0128,1,一点一画【苟】もせず,いやしく,"関連熟語：不苟（フコウ）
★苟も（いやしく-も）
1.かりにも。かりそめにも。
2.いいかげんに。おろそかに。「…しない」「…せず」の形で使う。〈漢字ペディア〉"
B0129,1,一匹の【鰆】を以てもてなさん,さわら,"関連熟語：--
★鰆（さわら）
サバ科の海魚。各地の沿岸に分布し、特に瀬戸内海に多くすむ。形は細長く、体長約一メートル。背は淡灰青色で腹は銀灰色。冬から春に美味。〈漢字ペディア〉"
B0130,1,越鳥南枝に巣くい、胡馬北風に【嘶】く,いなな,"関連熟語：長嘶（チョウセイ）
★越鳥(ｴｯﾁｮｳ)南枝(ﾅﾝｼ)に巣くい、胡馬(ｺﾊﾞ)北風(ﾎｸﾌｳ)に嘶く…故郷の忘れがたいことや、故郷を恋い慕うこと。望郷の念にかられること。中国南方の越の国から渡って来た鳥は樹木の南側の枝に巣をつくり、北方の胡の国から来た馬は、北風が吹いてくると故郷をなつかしんでいななくという故事による。〈故事俗信ことわざ大辞典〉"
B0131,1,縁が綺麗に【縢】ってある,かが,"関連熟語：--
★縢る（かが-る）
布の縁や破れた部分を糸をからげて縫う。まつる。〈漢字ペディア〉"
B0132,1,遠くなった耳で聞き、【翳】んだ目で見る,かす,"関連熟語：--
★翳む（かす-む）
物がぼやけて見えにくくなる。〈漢字ペディア〉"
B0133,1,遠くの方から【鬨】の声が聞こえてきた,とき,"関連熟語：鬨声（コウセイ）
★鬨（とき）
戦場などで士気を高めるために、一斉にあげる声。〈漢字ペディア〉"
B0134,1,遠山を【銜】み長江を呑む,ふく,"関連熟語：銜枚（カンバイ）
★銜む（ふく-む）
1.口にくわえる。
2.お受けする。
3.心に留める。根にもつ。〈漢字ペディア〉"
B0135,1,塩を【撮】んで火に入れる,つま,"関連熟語：撮土（サツド）
▼塩を撮んで火(ﾋ)に入れる…塩を火にくべるとさらにはげしく燃え上がるように、勢いのあるものにさらに勢いを添えること、一段とはげしくすることのたとえ。火に油を注ぐ。〈故事俗信ことわざ大辞典〉"
B0136,1,往く者には必ず【贐】を以てす,はなむけ,"関連熟語：贐送（ジンソウ）
★贐（はなむけ）
旅立つ人に、別れを惜しみ、また、はげますために金品などを贈ること。また、その金品など。餞別(ｾﾝﾍﾞﾂ)。〈漢字ペディア〉"
B0137,1,王子は【窶】れた姿で帰還した,やつ,"関連熟語：寒窶（カンク）
★窶れる（やつ-れる）
1.やせおとろえる。
2.みすぼらしくなる。〈漢字ペディア〉"
B0138,1,恩師の前を【憚】らず反対論を唱える,はばか,"関連熟語：忌憚（キタン）
★憚る（はばか-る）
1.差し障りがあるとしてひかえる。遠慮する。
2.幅をきかす。のさばる。〈漢字ペディア〉"
B0139,1,何と【論】われても平然としている,あげつら,"関連熟語：討論（トウロン）
★論う（あげつら-う）
物事の是非や善悪をあれこれ論じる。ささいなことを言い立てる。〈漢字ペディア〉"
B0140,1,嫁と【廁】は遠いほどよい,かわや,"関連熟語：上廁（ジョウシ）
▼嫁(ﾖﾒ)と廁は遠いほどよい…便所の位置は遠いほどよいし、嫁をもらうなら実家が遠方であるほどよい。〈故事俗信ことわざ大辞典〉"
B0141,1,果を【擲】ち車に満つ,なげう,"関連熟語：投擲（トウテキ）
▼果(ｶ)を擲ち車に満つ…中国晋代の人、潘(ﾊﾝ)安仁（潘岳）は美男子であったので、洛陽の町に出ると女たちが彼を取りまいて投じる果物で、車がいっぱいになるほどであったという故事。女が思う男に果実を投げるのは古代の遺風とされる。〈故事俗信ことわざ大辞典〉"
B0142,1,火にあぶられて【燻】し銀の色に変じた,いぶ,"関連熟語：--
★燻し銀（いぶ-し-ぎん）
1.硫黄でいぶして表面の光沢をくすませた銀。また、その渋みのある銀色。
2.派手さはないが、実力や実質をそなえていること。〈漢字ペディア〉"
B0143,1,火を乞うは、【燧】を取るに若かず,ひうち,"関連熟語：鑽燧（サンスイ）
★燧／火打ち（ひうち／ひう-ち）
火をつける道具。石と鉄片（火打ち金(がね)）を打ち合わせて発火させるもの。〈漢字ペディア〉"
B0144,1,火事場に【纏】を持って消し口に立つ,まとい,"関連熟語：--
★纏（まとい）
.1.昔、戦陣で大将のそばに立てた目印。さおの先に、さまざまな飾りをつけたもの。2.江戸時代以後、火事場で使った火消しの組の目印。〈漢字ペディア〉"
B0145,1,禍福は【糾】える縄の如し,あざな,"関連熟語：糾合（キュウゴウ）
★糾う（あざな-う）
糸などをより合わせる。縄をなう。〈漢字ペディア〉
▼禍福(ｶﾌｸ)は糾える縄(ﾅﾜ)の如し…幸福とわざわいは順繰りにやってくるということ。塞翁が馬。〈漢字ペディア〉"
B0146,1,荷花落日、紅【酣】なり,たけなわ,"関連熟語：酣春（カンシュン）
★酣（たけなわ）
酒宴が最高潮のとき。転じて、物事の勢いが最も盛んなとき。まっさかり。まっさいちゅう。〈漢字ペディア〉"
B0147,1,貨【悖】りて入る者はまた悖りて出づ,もと,"関連熟語：悖徳（ハイトク）
★悖る（もと-る）
道にそむく。道理にさからう。〈漢字ペディア〉"
B0148,1,我が期を【愆】らんとするにはあらず,あやま,"関連熟語：愆戻（ケンレイ）
★愆る（あやま-る）
あるべきさまから外れ、くいちがう。しくじる。やりそこなう。〈漢字ペディア〉"
B0149,1,我が身を【抓】って人の痛さを知れ,つね,"関連熟語：--
▼我が身を抓って人の痛さを知れ…自分の体をつねってみれば、他人の苦痛がよくわかる。自分が同じ立場だったらどう感じるかを考えて、人を思いやらなくてはいけないというたとえ。〈故事俗信ことわざ大辞典〉"
B0150,1,我ひとりの手柄と【嘯】く,うそぶ,"関連熟語：長嘯（チョウショウ）
★嘯く（うそぶ-く）
1.とぼけて知らないさまを装う。
2.おおげさなことや偉そうなことを言う。大言壮語する。〈漢字ペディア〉"
B0151,1,会の結成を【懌】ぶ,よろこ,"関連熟語：説懌（エツエキ）
★懌ぶ（よろこ-ぶ）
かたくなな心がほどけて気持ちがやわらぐ。〈漢字ペディア〉"
B0152,1,会員たちは【一齣】議論を交わした,ひとくさり,"関連熟語：一駒（イッセキ）
★一齣（ひとくさり）
話などのまとまったひと区切り。〈漢字ペディア〉"
B0153,1,怪獣は目が覚めると【鬣】を転じて出て行った,たてがみ,"関連熟語：馬鬣（バリョウ）
★鬣（たてがみ）
ライオンの雄やウマなどの、首筋に生えている長い毛。〈漢字ペディア〉"
B0154,1,海で採った海苔を【漉】く,す,"関連熟語：--
★漉く／抄く（す-く）
紙や海苔(ﾉﾘ)などの原料を水に溶かし、簾(ｽ)などで薄く平らに広げる。〈漢字ペディア〉"
B0155,1,外国で【屢】見る庭園のようだ,しばしば,"関連熟語：屢次（ルジ）
★屢／屢屢（しばしば）
たびたび。しきりに。何度も。〈漢字ペディア〉"
B0156,1,柿の実を【啄】みに小鳥たちがやってくる,ついば,"関連熟語：啐啄（ソッタク）
★啄む（ついば-む）
鳥がくちばしで物をつついて食べる。〈漢字ペディア〉"
B0157,1,柿の葉に毛虫が【蠢】いている,"うごめ
おごめ","関連熟語：蠢動（シュンドウ）
★蠢く（うごめ-く／おごめ-く）
虫がごそごそとはうように、全体が細かく動く。〈漢字ペディア〉"
B0158,1,角落としに荒目の【鑢】を使う,やすり,"関連熟語：--
★鑢（やすり）
のこぎりの目立てや金属の表面を平らにする工具。棒状または板状で、表面に細かい刻み目がある。〈漢字ペディア〉"
B0159,1,学校での【苛】めが問題となっている,いじ,"関連熟語：--
★苛める（いじ-める）
1.弱いものを苦しめ、痛めつける。らく当たる。さいなむ。
2.ことさらに厳しく扱う。〈漢字ペディア〉"
B0160,1,学問する人はまず【謙】るを以て基とすべし,へりくだ,"関連熟語：謙遜（ケンソン）
★謙る（へりくだ-る）
相手を敬い、自分を卑下する。けんそんする。〈漢字ペディア〉"
B0161,1,寒風の中を【跼】って歩く,"せぐくま
せくぐま","関連熟語：跼蹐（キョクセキ）
★跼る（せぐくま-る）
体をまげてちぢこませる。背を丸くしてかがむ。〈漢字ペディア〉"
B0162,1,勧学院の雀は蒙求を【囀】る,さえず,"関連熟語：鶯囀（オウテン）
★囀る（さえず-る）
1.小鳥がさかんに鳴き続ける。
2.やかましくしゃべる。〈漢字ペディア〉
▼勧学院(ｶﾝｶﾞｸｲﾝ)の雀(ｽｽﾞﾒ)は蒙求(ﾓｳｷﾞｭｳ)を囀る…勧学院にいる雀は、学生が「蒙求」を読むのを聞いておぼえ、それをさえずる。身近に見たり聞いたりしていることは、自然に習いおぼえることのたとえ。〈故事俗信ことわざ大辞典〉"
B0163,1,完き【黙】しを以て雄弁に法を説く,もだ,"関連熟語：--
★黙す（もだ-す）
1.口をつぐむ。だまる。
2.そのままにしてかまわないでおく。無視する。〈大辞泉〉"
B0164,1,干潟で【蟶貝】を採る,まてがい,"関連熟語：竹蟶（チクテイ）
★蟶貝／馬刀貝／馬蛤貝（まてがい）
マテガイ科の二枚貝。浅海の砂泥に垂直にすむ。殻は細長い円筒形で、長さは約一二センチメートル。穴に塩を入れると飛び出す習性がある。食用で美味。マテ。カミソリガイ。〈漢字ペディア〉"
B0165,1,患えは【忽】せにするところより生ず,ゆるが,"関連熟語：忽諸（コッショ）
★忽せにする（ゆるが-せにする）
おろそかにする。いいかげんにする。ほうっておく。〈漢字ペディア〉"
B0166,1,眼を【瞋】らして飛び込んで来た,いか,"関連熟語：瞋目（シンモク）
★瞋らす（いか-らす）
目を見開いてにらむ。〈漢辞海〉"
B0167,1,危うく身を【躱】した,かわ,"関連熟語：躱閃（タセン）
★躱す（かわ-す）
ぶつからないようにすばやく動いて避ける。また、避けて隠れる。〈漢字ペディア〉"
