ID,難易度,問題,指定,語群,解答,問題熟語の意味,解答熟語の意味
H0082,1,【生誕】,対義語,"しっとう
ようげつ
しゅうえん",終焉,"▼【生誕】セイタン
人間が生まれること。≒誕生〈漢字ペディア〉","▼〔終焉〕シュウエン
1.死にぎわ。臨終。転じて、物事の終わり。
2.身の落ち着く所。晩年を静かに過ごすこと。〈漢字ペディア〉"
H0083,1,【精進】,対義語,"けんせき
かんじ
けたい",懈怠,"▼【精進】ショウジン
1.(仏)一心に仏道に励むこと。
2.(仏)戒律を守ったり禁忌を避けたりして心身を清め、信仰に励むこと。
3.あることに打ちこんでひたすら励むこと。
4.肉や魚を食べないこと。〈漢字ペディア〉","▼〔懈怠〕ケタイ／ケダイ／カイタイ
仏語。善行を収めるのに積極的でない心の状態。精進に対していう。〈大辞泉〉
1.心がゆるんでおこたること。なまけること。≒懈惰、怠懈
2.仏教で修行をおこたること。〈漢字ペディア〉"
H0084,1,【先考】,対義語,"せんぴ
はいだつ
さいじ",先妣,"▼【先考】センコウ
亡くなった父。≒亡父、先父、⇔先妣〈漢字ペディア〉★「考」は、死んだ父の意。","▼〔先妣〕センピ
亡き母。⇔先考〈漢字ペディア〉
★「妣」は、母あるいは亡き母の意。"
H0085,1,【先人】,対義語,"じゅえい
こうこん
じんしょう",後昆,"▼【先人】センジン
1.昔の人。前代の人。前人。⇔後人
2.祖先。
3.亡父。〈漢字ペディア〉","▼〔後昆〕コウコン
後世。また、後々の人。子孫。後裔(ｺｳｴｲ)。〈日本国語大辞典〉
★後も昆も、のち(後)の意。"
H0086,1,【詮要】,対義語,"へきとう
わいさ
ひょうりゃく",猥瑣,"▼【詮要】センヨウ
つきつめた要点。かんじんの大事。専要。〈日本国語大辞典〉","▼〔猥瑣〕ワイサ
こまかなつまらないこと。こまごまとしたくだらないこと。また、そのさま。〈漢字ペディア〉"
H0087,1,【善良】,対義語,"さたん
あくらつ
ぼくとつ",悪辣,"▼【善良】ゼンリョウ
よい性質。正直でまじめなこと。また、そのさま。〈漢字ペディア〉","▼〔悪辣〕アクラツ
やり方があくどいこと。ひどく悪質でたちのわるいこと。〈漢字ペディア〉"
H0088,1,【禅譲】,対義語,"かしゃく
ほうばつ
しょうじょう",放伐,"▼【禅譲】ゼンジョウ
1.古代中国で、天子の位を世襲でなく有徳者に譲ること。
2.権力者がその地位を後継者に譲ること。≒譲位〈漢字ペディア〉","▼〔放伐〕ホウバツ
1.敵を討ち滅ぼすこと。
2.中国で昔、悪政を行う天子を帝位から追放すること。〈漢字ペディア〉"
H0089,1,【祖先】,対義語,"りかん
だいそ
まつえい",末裔,"▼【祖先】ソセン
1.家系の第一代。先祖。 ≒初代、始祖
2.家系の初代から亡くなった先代までの人々。先祖。⇔子孫、後裔〈漢字ペディア〉","▼〔末裔〕マツエイ／バツエイ
子孫。≒後裔、末孫〈漢字ペディア〉"
H0090,1,【聡慧】,対義語,"しゅんぐ
むげ
えいりょ",蠢愚,"▼【聡慧】ソウケイ
非常に聡明なこと。きわめて才知のあること。≒聡明〈漢字ペディア〉","▼〔蠢愚〕シュング
無知でおろかなこと。また、その人。≒暗愚、⇔英明〈漢字ペディア〉"
H0091,1,【騒擾】,対義語,"せいひつ
あつれき
けんかい",静謐,"▼【騒擾】ソウジョウ
集団で騒ぎを起こし、社会の秩序を乱すこと。≒騒乱、擾乱〈大辞泉〉
大勢でさわぎを起こし、秩序を乱すこと。≒騒乱、騒動〈漢字ペディア〉","▼〔静謐〕セイヒツ
静かで落ち着いていること。世の中が平和に治まっていること。≒平穏、静穏〈漢字ペディア〉"
H0092,1,【退隠】,対義語,"しゅつろ
らんしょう
こうれい",出廬,"▼【退隠】タイイン
官途または世間の仕事から退いてひまな身になること。隠退。〈日本国語大辞典〉","▼〔出廬〕シュツロ
引退していた人が再び世に出て活躍すること。〈漢字ペディア〉
★中国の三国時代、諸葛亮が蜀(ｼｮｸ)の劉備(ﾘｭｳﾋﾞ)の三顧の礼に感激して廬(ｲｵﾘ)を出て、蜀に仕えたという故事から。"
H0093,1,【大腹中】,対義語,"あいこう
こうちゅう
けんきょう",狷狭,"▼【大腹中】ダイフクチュウ／ダイブクチュウ
度量の大きいこと。気が大きくてこせこせしないこと。、また、そうしたさま。太っ腹。〈日本国語大辞典〉","▼〔狷狭〕ケンキョウ
気がみじかく、心が狭いこと。〈漢字ペディア〉"
H0094,1,【大咎】,対義語,"ようちょう
ひせき
えんえき",丕績,"▼【大咎】タイキュウ
義未詳。
★大きな咎(ﾄｶﾞ)の意か。大罪。","▼〔丕績〕ヒセキ
偉大な功績。〈漢字源〉
偉大な功績。偉績。大功。〈大辞泉〉
大きな功績。偉大な手柄。偉績。〈日本国語大辞典〉"
H0095,1,【大廈】,対義語,"ひんく
ぎょうはく
わいおく",矮屋,"▼【大廈】タイカ
大きな建物。〈漢字源〉
大いなる家屋。〈字源〉","▼〔矮屋〕ワイオク
屋根が低い小さな家。小屋。みすぼらしい家。また、自分の家を謙遜していう語。〈漢字ペディア〉"
H0096,1,【大廈】,対義語,"ろうきょ
りょうい
わいさ",陋居,"▼【大廈】タイカ
大きな建物。〈漢字源〉
大いなる家屋。〈字源〉","▼〔陋居〕ロウキョ
狭くむさくるしい家。また、自分の家をへりくだっていう語。≒陋屋〈日本国語大辞典〉"
H0097,1,【坦夷】,対義語,"えいまい
どたい
ぎが","巍峨
巍峩","▼【坦夷】タンイ
地面がたいらなさま。≒平坦〈漢字ペディア〉","▼〔巍峨〕ギガ
山などの高くそびえるさま。そびえ立ってけわしいさま。〈漢字ペディア〉"
H0098,1,【淡水】,対義語,"けいすい
いっすい
かんすい",鹹水,"▼【淡水】タンスイ
塩分を含まない水。まみず。⇔鹹水〈漢字ペディア〉","▼〔鹹水〕カンスイ
塩分を含んでいる水。海水。⇔淡水〈漢字ペディア〉"
H0099,1,【断念】,対義語,"けんれん
ねはん
せんぜん",眷恋,"▼【断念】ダンネン
きっぱりとあきらめること。志をたち切ること。〈漢字ペディア〉","▼〔眷恋〕ケンレン
思い慕う。心に思っていつも忘れない。≒拳攣〈新漢和大字典〉
思い慕うこと。〈新大字典〉
思いしたうこと。恋いこがれること。〈漢字ペディア〉"
H0100,1,【遅疑】,対義語,"ばんば
かんい
ぎぎ",敢為,"▼【遅疑】チギ
ぐずぐずと疑い迷って、なかなか判断しないこと。≒躊躇〈漢字ペディア〉","▼〔敢為〕カンイ
押し切って行うこと。また、そのさま。≒敢行〈漢字ペディア〉"
H0101,1,【樗櫟】,対義語,"ゆうじょ
かんかく
ぎょうそ",翹楚,"▼【樗櫟／樗櫪】チョレキ
役に立たない木。転じて、役に立たない人。また、自分をへりくだっていう語。〈大辞泉〉
★樗(ｵｳﾁ)も櫟(ｸﾇｷﾞ)も用途の少ない木であるところから。","▼〔翹楚〕ギョウソ
大勢のなかの、特に優秀な人材。〈漢字ペディア〉"
H0102,1,【長生】,対義語,"えきよう
せんそ
ようせい",夭逝,"▼【長生】チョウセイ
長生きをすること。長命。〈日本国語大辞典〉","▼〔夭逝〕ヨウセイ
わか死にすること。≒夭死、夭折〈漢字ペディア〉"
H0103,1,【長生】,対義語,"まつえい
たんぺい
ようせつ",夭折,"▼【長生】チョウセイ
長生きをすること。長命。〈日本国語大辞典〉","▼〔夭折〕ヨウセツ
わか死にすること。≒夭死、夭逝〈漢字ペディア〉
年が若くて死ぬこと。若死に。≒早世、夭逝、夭死〈大辞泉〉"
H0104,1,【直截】,対義語,"うきょく
せっかん
ようちょう","迂曲
紆曲","▼【直截】チョクセツ／チョクサイ
1.ただちに裁決すること。
2.まわりくどくないこと。〈漢字ペディア〉","▼〔迂曲／紆曲〕ウキョク
1.うねうねと曲がりくねるさま。
2.遠回しなこと。〈漢字ペディア〉"
H0105,1,【直截】,対義語,"やゆ
えんきょく
せきとく",婉曲,"▼【直截】チョクセツ／チョクサイ
1.ただちに裁決すること。
2.まわりくどくないこと。〈漢字ペディア〉","▼〔婉曲〕エンキョク
遠まわしに表現すること。〈漢字ペディア〉"
H0106,1,【直諫】,対義語,"うよ
てんねい
ふんゆ",諂佞,"▼【直諫】チョッカン
遠慮せずに、率直に相手をいさめること。〈漢字ペディア〉","▼〔諂佞〕テンネイ
へつらう。≒諂諛、阿諛〈字源〉
こびる。〈字通〉"
H0107,1,【直諫】,対義語,"せっしょう
てんゆ
もっこうしょう",諂諛,"▼【直諫】チョッカン
遠慮せずに、率直に相手をいさめること。〈漢字ペディア〉","▼〔諂諛〕テンユ
へつらうこと。阿諛。〈大辞泉〉
1.やわらかくみせて、相手にへつらう。
2.こびへつらう者。〈新漢和大字典〉
こびへつらうこと。おもねりへつらうこと。≒阿諛〈漢字ペディア〉"
H0108,1,【沈重】,対義語,"けいそう
けいぼく
ざんし",軽躁,"▼【沈重】チンチョウ
1.沈んでたまること。また、沈んでよどむこと。また、病いが重くなること
2.重く沈んで動きにくいこと。また、そのさま。
3.落ち着いておもおもしいこと。沈着で重厚なこと。また、そのさま。沈厚。〈日本国語大辞典〉","▼〔軽躁〕ケイソウ
軽はずみに騒ぐこと。考えがあさはかなこと。〈漢字ペディア〉
落ち着きがなく騒がしいこと。思慮が浅く軽はずみなこと。また、そのさま。〈大辞泉〉"
H0109,1,【低劣】,対義語,"てんだい
そうし
こうまい",高邁,"▼【低劣】テイレツ
程度が低く劣っていること。また、そのさま。≒愚劣、俗悪〈漢字ペディア〉","▼〔高邁〕コウマイ
人格などがけだかくすぐれているようす。〈漢字ペディア〉"
H0110,1,【泥酔】,対義語,"ろうじゃく
まんさん
びくん",微醺,"▼【泥酔】デイスイ
正体をなくすまで、酒に酔うこと。〈漢字ペディア〉
★「泥(ﾃﾞｲ)」は、南海にすむという骨のない伝説上の虫。ひどく酒に酔ったようすが、その虫の動きに似ることからという。","▼〔微醺〕ビクン
ほんのりと酒に酔うこと。ほろよい。微酔。〈大辞泉〉
少し酒に酔うこと。ほろよい。≒微酔〈漢字ペディア〉"
H0111,1,【天神】,対義語,"ちぎ
こんとく
おうばく",地祇,"▼【天神】テンジン
1.天の神。あまつかみ。⇔地神
2.菅原道真を祭った神社。天満宮。また、菅原道真。〈漢字ペディア〉","▼〔地祇〕チギ
地の神。国土の神。くにつかみ。〈日本国語大辞典〉"
H0112,1,【天譴】,対義語,"すいぶ
ちぎ
てんけん",天眷,"▼【天譴】テンケン
天のとがめ。神のおしかり。天から下される罰。≒天罰〈漢字ペディア〉","▼〔天眷〕テンケン
1.天のめぐみ。≒天恵
2.天子のめぐみ。〈漢字ペディア〉"
H0113,1,【都邑】,対義語,"ひろう
へきすう
ほうらつ",僻陬,"▼【都邑】トユウ
1.都会と村。
2.みやこ。都会。≒都府〈漢字ペディア〉","▼〔僻陬〕ヘキスウ
へんぴな土地。僻地。〈大辞林〉
「僻地」に同じ。〈漢字ペディア〉"
H0114,1,【都邑】,対義語,"へんすう
がふ
たいへき",辺陬,"▼【都邑】トユウ
1.都会と村。
2.みやこ。都会。≒都府〈漢字ペディア〉","▼〔辺陬〕ヘンスウ
都会から遠く離れた地方。≒辺鄙、僻地〈漢字ペディア〉"
H0115,1,【投錨】,対義語,"びよう
きゅうじゅつ
かいらん",解纜,"▼【投錨】トウビョウ
錨(ｲｶﾘ)をおろすこと。船を停泊させること。〈日本国語大辞典〉","▼〔解纜〕カイラン
纜(ﾄﾓﾂﾞﾅ)を解いて船が港を出ること。ふなで。≒出帆、出港、出航〈漢字ペディア〉
船が航海に出ること。ふなで。出帆。〈大辞泉〉
船のともづなを解く。出帆する。纜(ﾗﾝ)を解(ﾄ)く。〈漢辞海〉"
