ID,難易度,問題,読み,解答,別答,意味,出典
D0070,1,____趺坐,けっかふざ,結跏,,"➡結跏趺坐（けっかふざ）
仏教の座法の一つ。また、座禅のときの座法の一つ。〈漢検四字熟語辞典〉
★「跏」は、足の裏。
★「趺」は、足の甲のこと。
★左右の足の甲を反対の足の股のつけ根に引きつけて置き、両足の裏が上を向くように組む。",＊『法華経』
D0071,1,____鮮明,きしせんめい,旗幟,,"➡旗幟鮮明（きしせんめい）
主義･主張･態度などがはっきりしていること。〈漢検四字熟語辞典〉
★「旗幟」は、旗とのぼり。転じて主義･主張･態度･方針の意にたとえられる。
★「鮮明」は、はっきりしていること。",＊『不明』
D0072,1,____十駕,どばじゅうが,駑馬,,"➡駑馬十駕（どばじゅうが）
才能のない者でも、たえず努力すれば才能ある者に肩を並べることができるということ。〈漢検四字熟語辞典〉
★「駑馬」は、のろい馬。
★「駕」は、馬に車をつけて走ること。
★駑馬が十日間車を牽いて走ること。
「驥(ｷ)は一日にして千里なるも、駑馬も十駕すれば之(ｺﾚ)に及ぶ」",＊『荀子-脩身』
D0073,1,____当路,さいろうとうろ,豺狼,犲狼,"➡豺狼当路／犲狼当路（さいろうとうろ）
暴虐で非道な人が枢要な地位にあることのたとえ。また、権力を握っている者の暴虐のたとえ。〈漢検四字熟語辞典〉
★「豺狼」は、山犬と狼。
★豺狼が道の真ん中に居座って行く手をさえぎっている意から。
「豺狼(ｻｲﾛｳ)、路(ﾐﾁ)に当たる」",＊『後漢書-張綱伝』
D0074,1,鬼哭____,きこくしゅうしゅう,啾啾,,"➡鬼哭啾啾（きこくしゅうしゅう）
非業の死を遂げて浮かばれない亡霊の泣き声が、恨めしげに響くさま。また、鬼気迫るものすごい気配が襲い来るさま。〈漢字ペディア〉
★「鬼」は、亡霊。
★「哭」は、声をあげて泣き悲しむこと。
★「啾啾」は、しくしくと泣く泣き声の形容。",＊『杜甫-兵車行』
D0075,1,跳梁____,ちょうりょうばっこ,跋扈,,"➡跳梁跋扈（ちょうりょうばっこ）
悪者などがはびこり、勝手気ままにふるまうこと。〈漢検四字熟語辞典〉
★「跳梁」は、おどりあがり跳ね回ること。
★「跋扈」は、思うままにのさばり振る舞うこと。
類：飛揚跋扈（ひようばっこ）／類：横行闊歩（おうこうかっぽ）／類：跋扈跳梁（ばっこちょうりょう）",＊『福本日南-両政事家の政略に感有り』
D0076,1,落英____,らくえいひんぷん,繽紛,,"➡落英繽紛（らくえいひんぷん）
散る花びらが乱れ舞うさま。〈漢検四字熟語辞典〉
★「落英」は、散り落ちる花びら。
★「繽紛」は、盛んなさま。また、乱れ混じるさま。",＊『陶潜-桃花源記』
D0077,1,____魍魎,ちみもうりょう,魑魅,,"➡魑魅魍魎／魑魅罔両（ちみもうりょう）
いろいろな化け物。また、私欲のために悪だくみする悪人のたとえ。〈漢検四字熟語辞典〉
★「魑魅」は、山林･沼沢の気から生じる妖怪。
★「魍魎」は、山川･木石の精気から生じる妖怪。
類：百鬼夜行（ひゃっきやこう）",＊『春秋左氏伝-宣公三年』
D0078,1,勇気____,ゆうきりんりん,凜凜,凛凛,"➡勇気凜凜／勇気凛凛（ゆうきりんりん）
ものに恐れず勇ましいさま。〈漢検四字熟語辞典〉
★「凜凜」は、勇気の盛んなさま。また、姿や形のりりしいさま。",＊『今東光-夜の客』
D0079,1,____走肉,こうしそうにく,行尸,,"➡行尸走肉（こうしそうにく）
才能も学問もなく、なんの存在価値もない人のこと。〈漢検四字熟語辞典〉
★「尸」は、しかばね。
★歩くしかばねと、魂のない走る肉体の意から。
類：酒囊飯袋（しゅのうはんたい）／類：飲食之人（いんしょくのひと）",＊『拾遺記-六』
D0080,1,____簡明,ちょくせつかんめい,直截,,"➡直截簡明（ちょくせつかんめい）
くどくどしくなくきっぱりしていること。また、そのさま。文章や人の性質などを評していう。〈漢検四字熟語辞典〉
★「直截」は、すぐに裁決する、きっぱりしている意。
類：単純明快（たんじゅんめいかい）",＊『不明』
D0081,1,軽妙____,けいみょうしゃだつ,洒脱,灑脱,"➡軽妙洒脱／軽妙灑脱（けいみょうしゃだつ）
洗練され気が利いており、俗っぽくなく爽やかなこと。〈漢検四字熟語辞典〉
★「軽妙」は、軽く快いこと。
★「洒脱」は、俗気がなくさっぱりしているさま。
類：滑稽洒脱（こっけいしゃだつ）",＊『芝木好子-湯葉』
D0082,1,依怙____,えこひいき,贔屭,"贔屓
贔負","➡依怙贔屭／依怙贔屓／依怙贔負（えこひいき）
片方に心をかたむけ助けること。好きなほうだけ肩入れすること。〈漢検四字熟語辞典〉
★「依怙」は、もと頼りにする意であるが、わが国では不公平の意にも使われる。
★「贔屭」は、もとヒキと読み、力を出し努力するさま。転じて、人に目をかけて引き立てること。",＊『信長記-一上』
D0083,1,風声____,ふうせいかくれい,鶴唳,,"➡風声鶴唳（ふうせいかくれい）
些細なことに驚いたりおじけづいたりすること。〈漢検四字熟語辞典〉
★「風声」は、風の音のこと。
★「鶴唳」は、鶴の鳴き声の意。
★前秦の苻堅(ﾌｹﾝ)の軍が敵の奇襲を受けて逃げるとき、風音や鶴の鳴き声にも驚いたという故事から。
類：鶴唳風声（かくれいふうせい）／類：影駭響震（えいがいきょうしん）／類：草木皆兵（そうもくかいへい）",＊『晋書-謝玄伝』
D0084,1,____琢磨,せっさたくま,切磋,切瑳,"➡切磋琢磨／切瑳琢磨（せっさたくま）
学問や修養によって自分を磨き上げる。また、友人同士が競争･激励し合って学問や仕事に励むこと。〈漢検四字熟語辞典〉
★「切」は、大まかに刀で形を整え、「磋」は、やすりで砥ぐことで、骨や象牙の細工の仕方。
★「琢」は、原石を打ち不純物を除き、「磨」は、砂･砥石(ﾄｲｼ)で磨き光沢を出すことで、玉石の細工の仕方。",＊『詩経-衛風･淇奥』
D0085,1,____相和,きんしつそうわ,琴瑟,,"➡琴瑟相和（きんしつそうわ）
人と人、特に夫婦仲の睦まじいことのたとえ。兄弟や友人の仲が良いことにも言う場合がある。〈漢検四字熟語辞典〉
★「瑟」は、大形の琴のこと。
★琴と瑟は、合奏すると音色がよく調和することからいう。
類：琴瑟調和（きんしつちょうわ）／類：比翼連理（ひよくれんり）／類：関関雎鳩（かんかんしょきゅう）／類：琴瑟之和（きんしつのわ）
「琴瑟(ｷﾝｼﾂ)相(ｱｲ)和(ﾜ)す」",＊『詩経-小雅･常棣』
D0086,1,____雑言,"ばりぞうごん
ばりぞうげん",罵詈,,"➡罵詈雑言（ばりぞうごん／ばりぞうげん）
汚い言葉を吐きかけてののしること。〈漢検四字熟語辞典〉
★「罵詈」は、ののしる。
★「雑言」は、様々な悪口。
類：悪口雑言（あっこうぞうごん）／類：罵詈讒謗（ばりざんぼう）",＊『三島由紀夫-青の時代･三』
D0087,1,切歯____,せっしやくわん,扼腕,搤腕,"➡切歯扼腕／切歯搤腕（せっしやくわん）
非常に悔しがるさま。〈漢検四字熟語辞典〉
★「切歯」は、歯軋り。
★「扼腕」は、一方の手でもう一方の腕を押さえること。
類：切歯腐心（せっしふしん）",＊『史記-張儀伝』
D0088,1,杯盤____,はいばんろうぜき,狼藉,,"➡杯盤狼藉／盃盤狼藉（はいばんろうぜき）
酒宴のあと、杯や皿が散らかっているさま。また、宴席の乱れたさま。〈漢検四字熟語辞典〉
★「杯盤」は、杯と皿や小鉢のこと。
★「狼藉」は、狼が草を藉(ｼ)いて寝たあとが乱れているさまをいう。
類：落花狼藉（らっかろうぜき）",＊『史記-淳于髡伝』
D0089,1,流言____,りゅうげんひご,蜚語,飛語,"➡流言蜚語／流言飛語（りゅうげんひご）
確かな根拠のないいい加減なうわさ。根も葉もないデマのこと。〈漢検四字熟語辞典〉
★「流言」は、根拠のないでたらめなうわさの事。
★「蜚語」は、世間に蜚(ﾄ)び交う根拠のない話。
類：流言流説（りゅうげんりゅうせつ）／類：流言飛文（りゅうげんひぶん）／類：蜚流之言（ひりゅうのげん）",＊『明史-馬孟禎伝』
D0090,1,異聞____,いぶんきたん,奇譚,,"➡異聞奇譚（いぶんきたん）
きわめて珍しい話のこと。〈漢検四字熟語辞典〉
★「異聞」は、珍聞･奇聞に同じ。
★「奇譚」は、奇談に同じ。
類：珍聞奇聞（ちんぶんきぶん）",＊『夏目漱石-趣味の遺伝』
D0091,1,隔靴____,かっかそうよう,搔痒,"搔癢
掻痒
掻癢","➡隔靴搔痒／隔靴搔癢／隔靴掻痒／隔靴掻痒（かっかそうよう）
思い通りにいかず、はがゆく、もどかしいこと。〈漢検四字熟語辞典〉
★靴を隔てて痒(ｶﾕ)いところをかくという意味で、痒いところに手が届かないはがゆさ･もどかしさをいう。
類：掉棒打星（とうぼうだせい）／類：隔靴爬痒（かっかはよう）
「靴(ｸﾂ)を隔(ﾍﾀﾞ)てて痒(ｶﾕ)きを掻(ｶ)く」",＊『景徳伝灯録-二二』
D0092,1,規行____,きこうくほ,矩歩,,"➡規行矩歩（きこうくほ）
品行方正なこと。心や行動がきちんとして正しいこと。また、古い法則や規定を固守して融通の利かないこと。〈漢検四字熟語辞典〉
★「規行」は、決まりにかなった歩き方。
★「矩歩」は、規則正しい歩き方。
類：品行方正（ひんこうほうせい）",＊『晋書-潘尼伝』
D0093,1,蓴羹____,じゅんこうろかい,鱸膾,,"➡蓴羹鱸膾（じゅんこうろかい）
故郷を懐かしく思う情。〈漢検四字熟語辞典〉
★蓴菜(ｼﾞｭﾝｻｲ)の吸い物(羹:ｱﾂﾓﾉ)と、鱸(ｽｽﾞｷ)の切り身料理(膾:ﾅﾏｽ)。
★中国晋の張翰が故郷の料理である蓴菜のお吸い物と鱸の膾が恋しくなり、官を辞して洛陽から帰郷したという故事から。
類：狐死首丘（こししゅきゅう）／類：胡馬北風（こばほくふう）／類：池魚故淵（ちぎょこえん）",＊『晋書-張翰伝』
D0094,1,珠聯____,しゅれんへきごう,璧合,,"➡珠聯璧合／珠連璧合／珠聨璧合（しゅれんへきごう）
立派な才能のある人々が集まるたとえ。転じて、新婚を祝う語として用いられる。〈漢検四字熟語辞典〉
★珠が聯(ﾂﾗ)なり、璧が合う意。
類：珠聯玉映（しゅれんぎょくえい）",＊『王沂-科挙程大序』
D0095,1,北轍____,ほくてつなんえん,南轅,,"➡北轍南轅（ほくてつなんえん）
志と行動とが相反するたとえ。〈漢検四字熟語辞典〉
★轍(ﾜﾀﾞﾁ)が北に向かっているのに、轅(ﾅｶﾞｴ)を南に向けている意で、あべこべ、行き違いということから。
類：北轅適楚（ほくえんてきそ）／類：南轅北轍（なんえんほくてつ）",＊『周亮工』
