ID,難易度,問題,語群,解答,別答,意味,出典
E0065,1,人の子は須らく両親に仕えるべし。,"宵衣[旰食]・[温凊]定省
[婉娩]聴従・鑿窓[啓牖]",おんせい,,"温凊定省（おんせいていせい）
★冬には温かく夏には凊(ｽｽﾞ)しく過ごせるよう配慮し、夜には寝床を整え定め、朝にはご機嫌を伺う（省）意。
類：扇枕温衾（せんちんおんきん）
類：定省温凊（ていせいおんせい）
類：昏定晨省（こんていしんせい）",＊『礼記-曲礼･上』
E0066,1,非現実的な考えや、架空の理論。,"蛙鳴[蟬噪]・[海闊]天空
博引[旁証]・海市[蜃楼]",しんろう,,"海市蜃楼（かいししんろう）
★「海市」と「蜃楼」は、蜃気楼のこと。
類：空中楼台（くうちゅうろうだい）
類：蜃楼海市（しんろうかいし）
類：砂上の楼閣（さじょうのろうかく）",＊『駢字類編-四六引･隋唐遺事』
E0067,1,実現不可能なことに労力を費やす。,"海底[撈月]・[毫釐]千里
[躬行]実践・河山[帯厲]",ろうげつ,,"海底撈月（かいていろうげつ）
★「撈月」は、月をすくいあげる意。
★海面に映った月を見て、本物の月だと思い込み、海底から月をすくいあげようとする意から。
類：猿猴取月（えんこうしゅげつ）
類：海中撈月（かいちゅうろうげつ）
類：海底撈針（かいていろうしん）
類：水中撈月（すいちゅうろうげつ）
「海底に月を撈(ｽｸ)う」",＊『不明』
E0068,1,政界の最高幹部のこと。,"[傀儡]政権・瓊枝[栴檀]
[槐門]棘路・張王[李趙]",かいもん,,"槐門棘路（かいもんきょくろ）
★中国周代、朝廷の庭の三公(最も高い三つの官位)が位置すべき所に三本の槐(ｴﾝｼﾞｭ:マメ科の落葉高木)を植え、九卿の位置を示すために九本の棘(ｲﾊﾞﾗ)を植えたという故事から。
類：三槐九棘（さんかいきゅうきょく）
類：公卿大夫（こうけいたいふ）",＊『平家･一一』
E0069,1,夫婦の信頼関係が極めて堅いこと。,"[偕老]同穴・煮豆[燃萁]
[珠聯]璧合・桃傷[李仆]",かいろう,,"偕老同穴（かいろうどうけつ）
★夫婦が偕(ﾄﾓ)に仲良く年をとり(老)、死後は同じ墓（同穴）に葬られること。",＊『言泉集-下野守義朝為亡室修善』
E0070,1,葬送のときにうたう挽歌。,"王楊[盧駱]・[槿花]一朝
低唱[浅斟]・[薤露]蒿里",かいろ,,"薤露蒿里（かいろこうり）
★「薤露」は、ニラの上におりた朝露の意で、すぐに消えてしまうこと。
★「蒿里」は、もと山の名で、人が死ぬとその霊魂がここに集まり来ると言われた。転じて、墓地の意。
★「薤露」「蒿里」は、葬送のときの挽歌(ﾊﾞﾝｶ)の曲名。
★中国漢代の田横(ﾃﾞﾝｵｳ)が自殺したとき、門人がこれを悼んで作った曲を、のちに李延年(ﾘｴﾝﾈﾝ)がこの二曲に分けたとされる。
★貴人には薤露を歌い、下級官吏や庶民には蒿里を歌うとされる。",＊『古今注-音楽』
E0071,1,心から待ち望むこと。,"[依怙]贔屭・按図[索驥]
[苛斂]誅求・鶴立[企佇]",きちょ,,"鶴立企佇（かくりつきちょ）
★「企」は、つまさき立つこと。
★「佇」は、待ち望む意。
★鶴が立っている姿のように、つまさきだって、人や物事を待ち望む意。
類：延頸鶴望（えんけいかくぼう）
類：延頸挙踵（えんけいきょしょう）",＊『三国志-魏書･陳思王植伝』
E0072,1,思い通りにならず、もどかしい。,"苦心[惨憺]・[呵呵]大笑
隔靴[搔痒]・風声[鶴唳]",そうよう,,"隔靴搔痒／隔靴搔癢（かっかそうよう）
★靴を隔てて痒(ｶﾕ)いところをかくという意味で、痒いところに手が届かないはがゆさ･もどかしさをいう。
類：掉棒打星（とうぼうだせい）
類：隔靴爬痒（かっかはよう）
「靴(ｸﾂ)を隔(ﾍﾀﾞ)てて痒(ｶﾕ)きを掻(ｶ)く」",＊『景徳伝灯録-二二』
E0073,1,はたと迷妄を断ち切り解脱する。,"[豁然]大悟・[杞人]天憂
天門[開闔]・融通[無礙]",かつぜん,,"豁然大悟（かつぜんたいご）
★「豁然」は、からっと開けるさま。
★「大悟」は、大いに悟る、悟りを開く、迷いを脱して真理を悟ること。",＊『祖庭事苑』
E0074,1,租税などを厳酷に取り立てる。,"流金[鑠石]・[敝帚]千金
[苛斂]誅求・[阿諛]傾奪",かれん,,"苛斂誅求（かれんちゅうきゅう）
★「苛斂」「誅求」は、厳しく責めつけて取り立てること。
類：頭会箕斂（とうかいきれん）",＊『矢田挿雲-江戸から東京へ･六』
E0075,1,はばかることなく大いに議論する。,"肩摩[轂撃]・侃侃[諤諤]
日月[逾邁]・[艱難]辛苦",がくがく,,"侃侃諤諤（かんかんがくがく）
★「侃侃」は、剛直なさま。
★「諤諤」は、はばかることなく直言する意。
★略して「侃諤」ともいう。
類：百家争鳴（ひゃっかそうめい）
類：議論百出（ぎろんひゃくしゅつ）",＊『兆民文集』
E0076,1,自論を主張して激しく議論する。,"危言[覈論]・[迦陵]頻伽
物議[洶然]・[帷幄]上奏",かくろん,,"危言覈論（きげんかくろん）
★「危言」は、身の危険を顧みず直言すること。
★「覈論」は、きびしく論ずる意。",＊『後漢書-郭太伝』
E0077,1,主義主張や態度が明確である。,"[明眸]皓歯・秋風[凜冽]
叡明[豁達]・[旗幟]鮮明",きし,,"旗幟鮮明（きしせんめい）
★「旗幟」は、旗とのぼり。転じて主義･主張･態度･方針の意にたとえられる。
★「鮮明」は、はっきりしていること。",＊『不明』
E0078,1,心身を労して国事に尽くすこと。,"[鞠躬]尽瘁・大海[撈針]
国歩[艱難]・被髪[左袵]",きっきゅう,,"鞠躬尽瘁（きっきゅうじんすい）
★「鞠躬」は、身をかがめて敬いつつしむ意。転じて、心を尽くして骨折ること。
★「尽瘁」は、力を尽くして骨折る。
「鞠躬尽瘁、死して後已(ﾉﾁﾔ)む」",＊『諸葛亮-後出師表』
E0079,1,慈しみかわいがる。,"重熙[累洽]・揺頭[擺尾]
阿諛[便佞]・[翼覆]嫗煦",よくふ,,"翼覆嫗煦（よくふうく）
★「翼覆」は、翼でおおうこと。
★「嫗煦」は、温め育てる。嫗は抱き温める、煦は息を吹きかけて温める意。",＊『不明』
E0080,1,英明の天子続き現れ恵沢弥増す。,"重熙[累洽]・延頸[挙踵]
鑿歯[尺牘]・[翼覆]嫗煦",るいこう,,"重熙累洽（ちょうきるいこう）
★「重熙」は、光明を重ねる意。
★「洽」は、天子の徳があまねく行きわたること。",＊『班固-東都賦』
E0081,1,気に入られようとして諂う。,"揺頭[擺尾]・延頸[挙踵]
[羊很]狼貪・[翼覆]嫗煦",はいび,,"揺頭擺尾（ようとうはいび）
★頭を動かして尾を振る意。
★仏道修行の僧侶たちも、ときには師の行動にへつらって、師の体得した境地に近づこうとすることもある、との語にもとづく。
故事：「頭を揺らし尾を擺(ﾌ)る」",＊『五灯会元･五』
E0082,1,粗暴で胴欲なこと。,"揺頭[擺尾]・延頸[挙踵]
[羊很]狼貪・[墜茵]落溷",ようこん,,"羊很狼貪（ようこんろうどん）
★「羊很」は、羊のように荒々しく道理にそむくこと。
★「狼貪」は、オオカミのように飽くことなく欲張ること。",＊『史記-項羽紀』
E0083,1,人には運不運がある。,"[孔翊]絶書・延頸[挙踵]
鑿歯[尺牘]・[墜茵]落溷",ついいん,,"墜茵落溷（ついいんらくこん）
★風に吹かれて散った花が、あるものは幸運なことに敷物の上に落ち（墜茵）、あるものは不運にもかわやに落ちる（落溷）ということから。
類：運否天賦（うんぷてんぷ）
故事：「茵(ｲﾝ)に堕(ｵ)ち溷(ｺﾝ)に落(ｵ)つ」",＊『南史-范縝伝』
E0084,1,今現在のことしか考えない。,"[飲鴆]止渇・朮羹[艾酒]
[鼎鐺]玉石・[藜杖]韋帯",いんちん,,"飲鴆止渇（いんちんしかつ）
★鴆毒(ﾁﾝﾄﾞｸ:鴆(ﾁﾝ)という鳥の羽の猛毒)の入った酒を飲んで渇きをいやす意。
類：止渇飲鴆（しかついんちん）
故事：「鴆(ﾁﾝ)を飲(ﾉ)みて渇(ｶﾂ)を止(ﾄﾄﾞ)む」",＊『後漢書-霍諝伝』
E0085,1,濡れ衣を着せられる。,"[越俎]代庖・泉石[膏肓]
[藜杖]韋帯・[薏苡]明珠",よくい,,"薏苡明珠（よくいめいしゅ）
★「薏苡」は、はとむぎ。花は数珠玉に似ており白い種子は食用･薬用にされる。
★「明珠」は、宝玉。
★中国後漢の馬援が、交趾(ｺｳｼ:今のベトナム)から持ち帰った車一台分の薏苡の実を都の人々は南方の珍しいものだとおもい、宝玉だと天子に讒言する者もあり天子の怒りに触れたという故事から。",＊『後漢書-馬援伝』
E0086,1,端午の節句の祝儀に用いる。,"蓴羹[鱸膾]・朮羹[艾酒]
漿酒[霍肉]・[藜杖]韋帯",がいしゅ,,"朮羹艾酒（じゅっこうがいしゅ）
★朮(ｵｹﾗ)でつくった羹(ｱﾂﾓﾉ)と艾(ﾖﾓｷﾞ)がはいった酒のこと。昔、洛陽の人たちが五月の節句を祝うためにつくった。",＊『歳時広記-端午･上･金門歳節』
E0087,1,聖人の教えをいう。,"[六韜]三略・典謨[訓誥]
洪範[九疇]・[五蘊]皆空",くんこう,,"典謨訓誥（てんぼくんこう）
★書経にある典･謨･訓･誥の四体の文。書経の篇名の併称。書経は儒教の経典で五経の一つ。夏(ｶ)･殷(ｲﾝ)･周(ｼｭｳ)三代から秦の穆公(ﾎﾞｯｺｳ)までの政治に関する記録。尚書ともいう。
★「典」は、尭典･舜典の二典。
★「謨」は、大禹謨(ﾀﾞｲｳﾎﾞ)･皐陶謨(ｺｳﾖｳﾎﾞ)･益稷謨(ｴｷｼｮｸﾎﾞ)の三謨。
★「訓」は、敷奏諫言の語で伊訓の類。
★「誥」は、臣下を教え諭す語で大誥(ﾀｲｺｳ)の類。",＊『不明』
E0088,1,敏捷で勇猛なこと。,"発揚[蹈厲]・剽疾[軽悍]
獅子[搏兎]・[訥言]敏行",けいかん,,"剽疾軽悍（ひょうしつけいかん）
★「剽疾」は、すばやいこと。
★「軽悍」は、すばやく猛々しいこと。",＊『淮南子-兵略訓』
E0089,1,問題を大本から解決する。,"[枉尺]直尋・斬釘[截鉄]
[翦草]除根・[朝齏]暮塩",せんそう,,"翦草除根（せんそうじょこん）
★草を翦(ｷ)り根を除いて二度と生えないようにする意。
類：削株掘根（さくしゅくっこん）
類：断根枯葉（だんこんこよう）
類：釜底抽薪（ふていちゅうしん）
類：抜本塞源（ばっぽんそくげん）
故事：「草を翦(ｷ)り根を除く」",＊『春秋左氏伝-隠公六年』
E0090,1,体を激しく動かして踊る。,"緩歌[縵舞]・[行尸]走肉
[鳧趨]雀躍・発揚[蹈厲]",とうれい,,"発揚蹈厲（はつようとうれい）
★「発揚」は、盛んにすること。
★「蹈」は、足踏みする、小躍りする意。
★「厲」は、激しい、厳しいさまをいう。",＊『礼記-楽記』
E0091,1,儒学の正統を言う。,"[潑墨]淋漓・[孔翊]絶書
[緇林]杏壇・[鄒魯]遺風",すうろ,,"鄒魯遺風（すうろいふう）
★「鄒」は、孟子の出生地。「魯」は、孔子の出生地。
★「遺風」は、後世に残された教えの意。
類：鄒魯之学（すうろのがく）",＊『梁書-羊侃伝』
E0092,1,友人への心尽くしのもてなし。,"冒雨[剪韮]・[一饋]十起
[朝齏]暮塩・[簇酒]斂衣",せんきゅう,,"冒雨剪韮（ぼううせんきゅう）
★雨の中外に出て、韮(ﾆﾗ)を摘みご馳走を作る意から。
故事：「雨を冒(ｵｶ)して韭(ﾆﾗ)を剪(ｷ)る」",＊『郭林宗別伝』
E0093,1,いつまで経っても実現が望めない。,"[枕戈]待旦・河清[難俟]
[井渫]不食・鶴立[企佇]",なんし,,"河清難俟（かせいなんし）
★「河」は、黄土で黄色く濁っている黄河のこと。
★千年に一度しか澄むことがないといわれる黄河の水が澄むのを待つ意から。",＊『春秋左氏伝-襄公八年』
E0094,1,ごくわずかな時間。,"造次[顚沛]・一糸[一毫]
[一嚬]一笑・[蹉跎]歳月",てんぱい,,"造次顚沛（ぞうじてんぱい）
★「造次」は、あわただしい時。
★「顚沛」は、つまずき倒れることの異で、それくらい短い時間のこと。",＊『論語-里仁』
E0095,1,無礼千万。,"馬鹿[慇懃]・繁文[縟礼]
千荊[万棘]・[袒裼]裸裎",たんせき,,"袒裼裸裎（たんせきらてい）
★「袒裼」は、ひじをあらわす、肌ぬぎになること。
★「裸裎」は、裸になること。",＊『孟子-公孫丑･上』
E0096,1,規則や礼式が細かく面倒なこと。,"[縷縷]綿綿・繁文[縟礼]
彫虫[篆刻]・[麤枝]大葉",じょくれい,,"繁文縟礼（はんぶんじょくれい）
★「繁文」は、こまごまとした飾り、わずらわしい規則のこと。
★「縟礼」は、込み入った礼儀作法の意。",＊『徳富蘇峰-大日本膨脹論･征清の真意義』
E0097,1,天人や仙女などの着る美しい衣。,"[金縷]玉衣・[霓裳]羽衣
[敝衣]蓬髪・衣錦[尚絅]",げいしょう,,"霓裳羽衣（げいしょううい）
★「霓裳」は、虹のように美しく曳く裳(ﾓｽｿ)の意。
★「羽衣」は、天(ｱﾏ)のはごろもで、天人が着て空を飛ぶという、鳥のはねで作った薄く軽い衣のこと。",＊『白居易-長恨歌』
E0098,1,多難に晒されながらも勤めに励む。,"率先[躬行]・意匠[惨澹]
[緊褌]一番・櫛風[沐雨]",もくう,,"櫛風沐雨（しっぷうもくう）
★「櫛風」は、風が髪をくしけずる。
★「沐雨」は、雨が体を洗うこと。
★雨や風にさらされながら苦労して働くという意味から。
類：櫛風浴雨（しっぷうよくう）
「風に櫛(ｸｼｹｽﾞ)り雨に沐(ﾓｸ)す」",＊『晋書-文帝綱』
E0099,1,憤りを抑えられず、熱り立つ様子。,"切歯[扼腕]・剣抜[弩張]
焦頭[爛額]・煮豆[燃萁]",やくわん,,"切歯扼腕／切歯搤腕（せっしやくわん）
★「切歯」は、歯軋り。
★「扼腕」は、一方の手でもう一方の腕を押さえること。
類：切歯腐心（せっしふしん）",＊『史記-張儀伝』
