ID,難易度,問題,解答,別答,意味,同音異義語用
I0099,1,【リュウイン】が下がる,溜飲,,"👉りゅういんがさがる。
胸のつかえとなっていた不平や不満がなくなって、気持ちが晴れること。〈漢字ペディア〉
★「溜飲」は、胃の具合が悪くて、口にすっぱい液が出ること。また、その液。
＊『歌舞伎･黒手組曲輪達引-二幕』",リュウイン
I0100,1,【ジダ】に触れる,耳朶,,"👉じだにふれる。
耳にはいる。聞き及ぶ。聞こえる。〈故事俗信ことわざ大辞典〉
★「耳朶」は、耳たぶ、または耳。
＊『東京日日新聞-明治三〇年･一月七日』",ジダ
I0101,1,【タンカ】を切る,啖呵,啗呵,"👉たんかをきる。
胸のすくような、鋭く歯切れのよい口調で話す。鋭い勢いでまくしたてる。また、威勢よくののしる。〈故事俗信ことわざ大辞典〉
★痰の出る病気を痰火といい、これを治療するのを「痰火を切る」といって、胸がすっきりするところからいう。「啖呵」は、当て字。
＊『滑稽本･客者評判記』",タンカ
I0102,1,【ココ】の声をあげる,呱呱,,"👉ここのこえをあげる。
赤ん坊が産声をあげる。転じて、子供が生まれる。誕生する。〈故事俗信ことわざ大辞典〉
★「呱呱」は、乳児の泣き声を表わす語。
＊『雲は天才である〈石川啄木〉一』",ココ
I0103,1,眼光【ケイケイ】として人を射る,炯炯,,"👉がんこうけいけいとしてひとをいる。
目が鋭く光り、人を威圧する。〈故事俗信ことわざ大辞典〉
＊不明",ケイケイ
I0104,1,【ラチ】が明く,埒,,"👉らちがあく。
物事の決着がつく。きまりがつく。はかどる。〈漢字ペディア〉
＊『雑俳･川柳評万句合-宝暦一二-梅二』",ラチ
I0105,1,【トウ】が立つ,薹,,"👉とうがたつ。
時期が過ぎて食べ頃でなくなってしまう。転じて、人が、そのことに最適の年齢が過ぎてしまう。〈故事俗信ことわざ大辞典〉
★「薹」は、菜やふきの花軸、花茎。
★野菜などの花茎が伸びる意。
＊『歌舞伎･染繮竹春駒-三幕』",トウ
I0106,1,【カイジン】に帰す,灰燼,,"👉かいじんにきす。
焼けて原形をとどめないほどになる。あとかたもなく燃え尽きる。〈故事俗信ことわざ大辞典〉
★「灰燼」は、灰と燃えかす。
＊『実隆公記-文明九年･一一月二二日』",カイジン
I0107,1,【ゲンチ】を取る,言質,,"👉げんちをとる。
あとで証拠になる約束のことばをいわせる。約束させる。〈故事俗信ことわざ大辞典〉
＊不明",ゲンチ
I0108,1,財布の底を【ハタ】く,叩,,"👉さいふのそこをはたく。
持っている金を使いはたす。ありがねを全部使う。〈故事俗信ことわざ大辞典〉
＊『怪談牡丹燈籠〈三遊亭円朝〉一八』",ハタ
I0109,1,【ネハン】に入る,涅槃,,"👉ねはんにいる。
釈迦が入滅する。また、広く人が死ぬこと。〈故事俗信ことわざ大辞典〉
＊『観智院本三宝絵-上』",ネハン
I0110,1,【タタラ】を踏む,蹈鞴,踏鞴,"👉たたらをふむ。
1.たたらを踏んで空気を吹き送る。
2.勢いよく突いたり打ったりした的がはずれ、力があまって、から足を踏む。〈故事俗信ことわざ大辞典〉
★「蹈鞴･踏鞴」は、足で踏み、風を送る大きなふいご。
＊『宇津保-吹上上』",タタラ
I0111,1,【インジュ】を解く,印綬,,"👉いんじゅをとく。
官職をやめること。辞任すること。〈漢字ペディア〉
★本来、印綬を体からはずすことをいい、官職に就くことを「印綬を佩(ｵ)びる」という。
＊『後漢書-賈琮伝』",インジュ
I0112,1,耳に【タコ】ができる,腁胝,胼胝,"👉みみにたこができる。
繰り返し何度も同じことを聞かされていやになる。〈故事俗信ことわざ大辞典〉
＊『雑俳･柳多留-二〇』",タコ
I0113,1,【メッキ】が剝げる,鍍,鍍金,"👉めっきがはげる。
外面のかざりがとれて、悪い中身が現われる。本性(ﾎﾝｼｮｳ)が現われる。〈故事俗信ことわざ大辞典〉
＊『諺語大辞典』",メッキ
I0114,1,人口に【カイシャ】す,膾炙,,"👉じんこうにかいしゃす。
世の中の多くの人の話題になり、もてはやされること。〈漢字ペディア〉
★「膾炙」は、なますと炙(ｱﾌﾞ)り肉のことで、だれもが好む食べ物の例。詩文などが多くの人の口にのぼるたとえ。
＊『林嵩-周朴詩集序』",カイシャ
I0115,1,【ノ】るか反るか,伸,,"👉のるかそるか。
成功するか、あるいは失敗するか、度胸をきめて事にのぞむこと。また、運を天にまかせてやってみること。〈漢字ペディア〉
＊『俳諧･続五色墨』",ノ
I0116,1,孟母【サンセン】の教え,三遷,,"👉もうぼさんせんのおしえ。
子どもの教育には良い環境を選ぶことが大切であるというたとえ。孟母三遷。〈漢字ペディア〉
★「三遷」は、三度転居する意。
★孟子(ﾓｳｼ)の母は悪い環境の影響が子に及ぶのを避けるため、墓地の近くから市場の近くに、そして学校の近くへと住居を三度移した故事から。
＊『古列女伝-母儀･鄒孟軻母』",サンセン
I0117,1,【ヨタ】を飛ばす,与太,,"👉よたをとばす。
でたらめをいう。つまらないことをいう。デマを飛ばす。〈故事俗信ことわざ大辞典〉
★「与太」は、与太郎(ﾖﾀﾛｳ)の略。人形浄瑠璃社会で、うそ、でたらめをいう隠語。
＊『明治大正見聞史〈生方敏郎〉明治大帝の崩御･八』",ヨタ
I0118,1,【ヤクタイ】も無い,益体,,"👉やくたいもない。
つまらないこと、役に立たないことの意。〈漢字ペディア〉
＊『咄本･醒睡笑-六』",ヤクタイ
I0119,1,流れに【サオ】さす,棹,,"👉ながれにさおさす。
ある物事を、機に乗じて思いどおりに順調に進めることのたとえ。〈故事俗信ことわざ大辞典〉
★流れに乗って棹を操り、舟を進める意から。
＊『太平記-三一･新田起義兵事』",サオ
I0120,1,【タモト】を分かつ,袂,,"👉たもとをわかつ。
今までいっしょだった人と関係を絶つ。また、行動を共にしていた人と別れて別々の道を行く。分袂(ﾌﾞﾝﾍﾞｲ)。〈故事俗信ことわざ大辞典〉
＊『杜甫-寄賀蘭銛詩』",タモト
I0121,1,【ヨ】りを戻す,撚,縒,"👉よりをもどす。
1.縒(ﾖ)り合わせたものをほどいてもとに戻す。
2.物事をもとの状態にする。特に、男女の仲を元通りにする。〈大辞泉〉
＊『洒落本･禁現大福帳-二』",ヨ
I0122,1,【バク】の札,貘,獏,"👉ばくのふだ。
バクの形を描いた札。寝所に敷けば悪夢を避けるとして節分や大晦日などの夜にそれを敷いて寝る風習があった。〈故事俗信ことわざ大辞典〉
＊『俳諧･桜川-春一』",バク
I0123,1,【ヒンシュク】を買う,顰蹙,,"👉ひんしゅくをかう。
相手にいやがられる。〈漢字ペディア〉
★「顰蹙」は、顔をしかめて不快感を表すこと。
＊『故旧忘れ得べき〈高見順〉一』",ヒンシュク
I0124,1,【フエツ】を加える,斧鉞,,"👉ふえつをくわえる。
他人の文章を修正する。〈漢字ペディア〉
＊『渋江抽斎〈森鷗外〉六八』",フエツ
I0125,1,【フクシャ】の戒め,覆車,,"👉ふくしゃのいましめ。
先人の失敗を見て、教訓とするたとえ。〈漢字ペディア〉
★前の車の転覆は後続の車の戒めとなる意から。
＊『晉書-庾純伝』",フクシャ
I0126,1,【フンイン】を惜しむ,分陰,,"👉ふんいんをおしむ。
たとえわずかな時間でも、惜しんで無駄に使わない。〈漢字ペディア〉
★「分陰」は、ちょっとの時間。寸陰。
★中国古代の聖人、夏(ｶ)の禹(ｳ)王さえ、寸陰を惜しんだのだから、凡人は分陰をも惜しむべきであるという、晋(ｼﾝ)の陶侃(ﾄｳｶﾝ)の言葉から。
＊『十八史略-東晋･明帝』",フンイン
I0127,1,身の毛が【ヨダ】つ,弥立,,"👉みのけがよだつ。
寒さや恐ろしさのために緊張してからだの毛がさか立つ。また、そのように恐ろしさにぞっとする。戦慄(ｾﾝﾘﾂ)する。身の毛立つ。〈故事俗信ことわざ大辞典〉
＊『平家-三･御産』",ヨダ
I0128,1,【ソッポ】を向く,外方,,"👉そっぽをむく。
賛成や協力をしない。〈漢字ペディア〉
＊『くれの廿八日〈内田魯庵〉三』",ソッポ
I0129,1,【トナン】の翼,図南,,"👉となんのつばさ。
遠くの地で大事業をしようとする志･計画。〈大辞林〉
＊『駱賓王-夏日遊徳州贈高四詩』",トナン
I0130,1,【ネジ】が緩む,螺子,"螺旋
捻子
捩子
捩","👉ねじがゆるむ。
緊張がゆるんでだらしなくなるさまのたとえ。心がたるむ。〈故事俗信ことわざ大辞典〉
＊『名張少女〈田山花袋〉七』",ネジ
I0131,1,【ラクイン】を押される,烙印,,"👉らくいんをおされる。
ぬぐい去ることのできない汚名を受ける。また、周囲からそうであると決められてしまう。〈故事俗信ことわざ大辞典〉
★「烙印」は、熱した鉄製の印を押しつけてつけた印。刑罰として罪人の顔などにつけた。
★烙印を押され印刻される意。
＊『国籍〈竹山道雄〉』",ラクイン
I0132,1,【ドブ】に金を捨てるよう,溝,,"👉どぶにかねをすてるよう。
何の益にもならないことに金を浪費するたとえ。つまらないことに金をつぎこむたとえ。〈故事俗信ことわざ大辞典〉
＊不明",ドブ
I0133,1,【カイリョクランシン】を語らず,怪力乱神,,"👉かいりょくらんしんをかたらず。
理性で説明のつかないような不思議な現象については口にしないという孔子の姿勢について門人が述べたことば。当時の信仰や迷信を暗に否定したものともいわれる。また一般には、怪しげなこと、不確かなことは口にしないの意にも用いられる。〈故事俗信ことわざ大辞典〉
★「怪力乱神」は、怪異(ｶｲｲ)と勇力(ﾕｳﾘｮｸ)と悖乱(ﾊｲﾗﾝ)と鬼神(ｷｼﾝ)の意。
★怪しげなこと、力をたのむこと、世を乱すようなこと、鬼神に関することについては語らない意。
＊『論語-述而』",カイリョクランシン
